2026-09-03 00:24:42  DatabaseManager             INFO      MySQL connected
2026-09-03 00:24:42  DatabaseManager             INFO      MySQL disconnected
  span 2026-08-03 00:00:00 -> 2026-08-19 00:00:00   276,481 bars
  ws30r flips to true  at dr +1 : 287
  ws30r flips to true  at dr -1 : 287
  ws20r flips to false at dr +1 : 326
  ws20r flips to false at dr -1 : 319
  rows: 1,219

  utc                  event           dr   from      to        
  2026-08-14 18:45:40  ws30r true      -1   none      momo      
  2026-08-14 18:48:00  ws30r true      -1   curl      momo      
  2026-08-14 18:53:35  ws30r true      -1   none      momo      
  2026-08-14 19:51:40  ws20r false     -1   momo      none      
  2026-08-14 21:56:20  ws20r false     +1   momo      none      
  2026-08-14 21:57:00  ws20r false     +1   momo      none      
  2026-08-14 21:57:10  ws20r false     +1   momo      none      
  2026-08-14 22:00:00  ws20r false     +1   momo      none      
  2026-08-14 22:04:00  ws20r false     +1   momo      none      
  2026-08-14 22:06:00  ws30r true      +1   curl      momo      
  2026-08-14 22:07:00  ws20r false     +1   momo      none      
  2026-08-14 22:36:40  ws20r false     -1   momo      none      
  2026-08-14 22:37:00  ws20r false     -1   momo      none      
  2026-08-14 22:37:45  ws20r false     -1   momo      none      
  2026-08-14 22:39:10  ws20r false     -1   momo      none      
  2026-08-14 22:39:55  ws20r false     -1   momo      none      
  2026-08-14 23:08:00  ws30r true      +1   none      momo      
  2026-08-14 23:11:55  ws30r true      +1   none      momo      
  2026-08-14 23:14:05  ws30r true      +1   none      momo      
  2026-08-14 23:28:00  ws20r false     -1   momo      none      
  2026-08-15 00:06:00  ws30r true      +1   curl      momo      
  2026-08-15 01:47:40  ws20r false     +1   momo      none      
  2026-08-15 02:20:30  ws30r true      +1   sideways  momo      
  2026-08-15 02:20:40  ws30r true      +1   sideways  momo      
  2026-08-15 02:36:50  ws30r true      +1   sideways  momo      
  2026-08-15 02:37:10  ws30r true      +1   sideways  momo      
  2026-08-15 02:43:35  ws30r true      +1   sideways  momo      
  2026-08-15 02:44:15  ws30r true      +1   sideways  momo      
  2026-08-15 02:45:25  ws30r true      +1   none      momo      
  2026-08-15 02:45:50  ws30r true      +1   none      momo      
  2026-08-15 02:46:05  ws30r true      +1   none      momo      
  2026-08-15 03:36:30  ws20r false     -1   momo      none      
  2026-08-15 03:37:35  ws20r false     -1   momo      none      
  2026-08-15 04:30:00  ws30r true      -1   none      momo      
  2026-08-15 05:56:00  ws20r false     -1   momo      none      
  2026-08-15 07:24:40  ws20r false     +1   momo      none      
  2026-08-15 07:26:00  ws30r true      -1   none      momo      
  2026-08-15 08:30:00  ws30r true      +1   none      momo      
  2026-08-15 08:30:45  ws30r true      +1   none      momo      
  2026-08-15 08:31:05  ws30r true      +1   none      momo      
  2026-08-15 08:46:10  ws30r true      +1   none      momo      
  2026-08-15 08:47:05  ws30r true      +1   none      momo      
  2026-08-15 08:58:10  ws30r true      +1   none      momo      
  2026-08-15 09:00:00  ws20r false     +1   momo      none      
  2026-08-15 09:00:00  ws30r true      +1   none      momo      
  2026-08-15 10:08:15  ws20r false     -1   momo      curl      
  2026-08-15 10:09:15  ws20r false     -1   momo      curl      
  2026-08-15 10:09:45  ws20r false     -1   momo      curl      
  2026-08-15 10:10:55  ws20r false     -1   momo      curl      
  2026-08-15 11:24:05  ws30r true      -1   curl      momo      
  2026-08-15 12:04:00  ws20r false     -1   momo      none      
  2026-08-15 12:06:15  ws20r false     -1   momo      none      
  2026-08-15 12:06:45  ws20r false     -1   momo      none      
  2026-08-15 12:48:15  ws30r true      -1   sideways  momo      
  2026-08-15 13:00:20  ws20r false     +1   momo      sideways  
  2026-08-15 14:18:15  ws30r true      +1   curl      momo      
  2026-08-15 14:40:05  ws20r false     +1   momo      sideways  
  2026-08-15 14:42:05  ws20r false     +1   momo      sideways  
  2026-08-15 14:42:45  ws20r false     +1   momo      sideways  
  2026-08-15 14:44:35  ws20r false     +1   momo      sideways  
  2026-08-15 14:45:15  ws20r false     +1   momo      sideways  
  2026-08-15 15:00:00  ws20r false     +1   momo      sideways  
  2026-08-15 16:47:05  ws30r true      +1   none      momo      
  2026-08-15 16:47:50  ws30r true      +1   none      momo      
  2026-08-15 17:50:25  ws30r true      -1   none      momo      
  2026-08-15 17:51:00  ws30r true      -1   none      momo      
  2026-08-15 17:52:20  ws30r true      -1   none      momo      
  2026-08-15 17:52:35  ws30r true      -1   none      momo      
  2026-08-15 18:00:00  ws30r true      -1   none      momo      
  2026-08-15 19:40:00  ws20r false     -1   momo      none      
  2026-08-15 20:00:05  ws30r true      -1   none      momo      
  2026-08-15 20:01:00  ws30r true      -1   none      momo      
  2026-08-15 20:02:15  ws30r true      -1   none      momo      
  2026-08-15 20:05:00  ws20r false     +1   momo      none      
  2026-08-15 20:05:20  ws20r false     +1   momo      none      
  2026-08-15 20:05:35  ws20r false     +1   momo      none      
  2026-08-15 20:56:20  ws30r true      +1   curl      momo      
  2026-08-15 20:59:15  ws30r true      +1   curl      momo      
  2026-08-15 21:00:00  ws30r true      +1   curl      momo      
  2026-08-15 21:40:00  ws20r false     +1   momo      none      
  2026-08-15 21:40:15  ws20r false     +1   momo      none      
  2026-08-15 23:47:25  ws30r true      +1   none      momo      
  2026-08-16 01:00:00  ws30r true      -1   none      momo      
  2026-08-16 02:00:00  ws20r false     -1   momo      sideways  
  2026-08-16 02:49:30  ws20r false     +1   momo      curl      
  2026-08-16 02:49:50  ws20r false     +1   momo      curl      
  2026-08-16 03:19:20  ws30r true      -1   none      momo      
  2026-08-16 03:19:30  ws30r true      -1   none      momo      
  2026-08-16 03:20:50  ws30r true      -1   none      momo      
  2026-08-16 03:21:40  ws30r true      -1   none      momo      
  2026-08-16 03:22:00  ws30r true      -1   none      momo      
  2026-08-16 03:22:10  ws30r true      -1   none      momo      
  2026-08-16 03:40:05  ws20r false     +1   momo      none      
  2026-08-16 06:00:00  ws30r true      -1   sideways  momo      
  2026-08-16 06:06:00  ws30r true      -1   sideways  momo      
  2026-08-16 06:12:00  ws20r false     -1   momo      none      
  2026-08-16 06:12:00  ws30r true      -1   sideways  momo      
  2026-08-16 06:18:00  ws30r true      -1   sideways  momo      
  2026-08-16 06:19:50  ws30r true      -1   sideways  momo      
  2026-08-16 06:20:15  ws30r true      -1   sideways  momo      
  2026-08-16 06:20:25  ws30r true      -1   sideways  momo      
  2026-08-16 06:22:30  ws30r true      -1   sideways  momo      
  2026-08-16 06:23:00  ws30r true      -1   sideways  momo      
  2026-08-16 06:23:50  ws30r true      -1   sideways  momo      
  2026-08-16 08:30:00  ws30r true      +1   none      momo      
  2026-08-16 09:32:20  ws20r false     +1   momo      none      
  2026-08-16 09:51:30  ws30r true      +1   none      momo      
  2026-08-16 09:59:05  ws30r true      +1   sideways  momo      
  2026-08-16 09:59:15  ws30r true      +1   sideways  momo      
  2026-08-16 09:59:30  ws30r true      +1   sideways  momo      
  2026-08-16 11:30:00  ws30r true      -1   curl      momo      
  2026-08-16 11:31:15  ws30r true      -1   curl      momo      
  2026-08-16 11:33:30  ws30r true      -1   curl      momo      
  2026-08-16 11:33:50  ws30r true      -1   curl      momo      
  2026-08-16 11:36:00  ws30r true      -1   curl      momo      
  2026-08-16 11:40:00  ws20r false     -1   momo      none      
  2026-08-16 11:40:20  ws20r false     -1   momo      none      
  2026-08-16 11:40:40  ws30r true      -1   curl      momo      
  2026-08-16 11:41:05  ws20r false     -1   momo      none      
  2026-08-16 11:41:05  ws30r true      -1   curl      momo      
  2026-08-16 11:41:15  ws30r true      -1   curl      momo      
  2026-08-16 11:46:35  ws30r true      -1   sideways  momo      
  2026-08-16 12:04:35  ws30r true      -1   none      momo      
  2026-08-16 12:05:20  ws30r true      -1   none      momo      
  2026-08-16 12:05:45  ws30r true      -1   none      momo      
  2026-08-16 12:10:20  ws20r false     +1   momo      none      
  2026-08-16 12:12:25  ws20r false     +1   momo      none      
  2026-08-16 12:12:35  ws20r false     +1   momo      none      
  2026-08-16 12:13:00  ws20r false     +1   momo      none      
  2026-08-16 13:52:00  ws20r false     +1   momo      none      
  2026-08-16 14:55:00  ws30r true      +1   sideways  momo      
  2026-08-16 14:55:30  ws30r true      +1   sideways  momo      
  2026-08-16 14:57:05  ws30r true      +1   sideways  momo      
  2026-08-16 14:57:15  ws30r true      +1   sideways  momo      
  2026-08-16 15:12:05  ws20r false     -1   momo      none      
  2026-08-16 15:13:05  ws20r false     -1   momo      none      
  2026-08-16 15:13:45  ws20r false     -1   momo      none      
  2026-08-16 15:15:10  ws20r false     -1   momo      none      
  2026-08-16 15:15:55  ws20r false     -1   momo      none      
  2026-08-16 16:00:20  ws20r false     +1   momo      sideways  
  2026-08-16 16:02:40  ws20r false     +1   momo      sideways  
  2026-08-16 17:30:00  ws30r true      +1   sideways  momo      
  2026-08-16 17:32:00  ws20r false     +1   momo      none      
  2026-08-16 17:36:00  ws30r true      +1   sideways  momo      
  2026-08-16 17:41:20  ws30r true      +1   sideways  momo      
  2026-08-16 17:42:00  ws30r true      +1   sideways  momo      
  2026-08-16 17:47:20  ws30r true      +1   sideways  momo      
  2026-08-16 17:47:45  ws30r true      +1   sideways  momo      
  2026-08-16 17:48:20  ws30r true      +1   sideways  momo      
  2026-08-16 17:49:00  ws30r true      +1   sideways  momo      
  2026-08-16 19:00:00  ws30r true      -1   none      momo      
  2026-08-16 19:30:00  ws30r true      -1   none      momo      
  2026-08-16 19:40:00  ws20r false     -1   momo      none      
  2026-08-16 19:40:30  ws20r false     -1   momo      none      
  2026-08-16 19:41:20  ws20r false     -1   momo      none      
  2026-08-16 19:43:10  ws20r false     -1   momo      none      
  2026-08-16 19:44:00  ws20r false     -1   momo      none      
  2026-08-16 21:53:30  ws20r false     -1   momo      curl      
  2026-08-16 21:54:05  ws20r false     -1   momo      curl      
  2026-08-16 22:36:50  ws30r true      -1   sideways  momo      
  2026-08-16 22:40:00  ws20r false     -1   momo      none      
  2026-08-16 23:12:00  ws30r true      -1   curl      momo      
  2026-08-16 23:14:40  ws30r true      -1   curl      momo      
  2026-08-16 23:14:55  ws30r true      -1   curl      momo      
  2026-08-16 23:15:15  ws30r true      -1   curl      momo      
  2026-08-16 23:20:15  ws20r false     +1   momo      none      
  2026-08-16 23:27:05  ws20r false     +1   momo      none      
  2026-08-16 23:30:50  ws20r false     +1   momo      none      
  2026-08-16 23:31:15  ws20r false     +1   momo      none      
  2026-08-16 23:31:45  ws20r false     +1   momo      none      
  2026-08-16 23:35:55  ws20r false     +1   momo      none      
  2026-08-16 23:36:20  ws20r false     +1   momo      none      
  2026-08-16 23:39:00  ws30r true      -1   sideways  momo      
  2026-08-16 23:39:45  ws30r true      -1   sideways  momo      
  2026-08-16 23:41:55  ws30r true      -1   sideways  momo      
  2026-08-17 01:00:00  ws30r true      +1   none      momo      
  2026-08-17 01:48:15  ws20r false     +1   momo      none      
  2026-08-17 01:49:15  ws20r false     +1   momo      none      
  2026-08-17 01:50:00  ws20r false     +1   momo      none      
  2026-08-17 03:34:50  ws20r false     -1   momo      curl      
  2026-08-17 05:00:00  ws30r true      -1   none      momo      
  2026-08-17 05:52:00  ws20r false     -1   momo      sideways  
  2026-08-17 05:55:15  ws20r false     -1   momo      sideways  
  2026-08-17 05:55:55  ws20r false     -1   momo      sideways  
  2026-08-17 06:56:05  ws20r false     +1   momo      none      
  2026-08-17 08:20:00  ws20r false     +1   momo      none      
  2026-08-17 10:24:00  ws30r true      -1   curl      momo      
  2026-08-17 10:39:00  ws20r false     -1   momo      none      
  2026-08-17 12:01:00  ws30r true      -1   none      momo      
  2026-08-17 12:08:10  ws30r true      -1   none      momo      
  2026-08-17 12:08:20  ws30r true      -1   none      momo      
  2026-08-17 12:08:40  ws30r true      -1   none      momo      
  2026-08-17 12:08:50  ws30r true      -1   none      momo      
  2026-08-17 12:09:15  ws30r true      -1   none      momo      
  2026-08-17 12:48:00  ws20r false     +1   momo      none      
  2026-08-17 12:50:10  ws20r false     +1   momo      none      
  2026-08-17 13:24:05  ws20r false     -1   momo      none      
  2026-08-17 13:27:25  ws20r false     -1   momo      none      
  2026-08-17 13:52:00  ws20r false     -1   momo      none      
  2026-08-17 13:56:00  ws20r false     -1   momo      none      
  2026-08-17 13:58:45  ws20r false     -1   momo      none      
  2026-08-17 13:59:35  ws20r false     -1   momo      none      
  2026-08-17 13:59:45  ws20r false     -1   momo      none      
  2026-08-17 14:00:00  ws30r true      +1   none      momo      
  2026-08-17 14:07:20  ws30r true      +1   none      momo      
  2026-08-17 14:13:50  ws30r true      +1   none      momo      
  2026-08-17 14:14:20  ws30r true      +1   none      momo      
  2026-08-17 14:14:40  ws30r true      +1   none      momo      
  2026-08-17 14:33:05  ws30r true      +1   none      momo      
  2026-08-17 14:33:45  ws30r true      +1   none      momo      
  2026-08-17 14:36:10  ws30r true      +1   none      momo      
  2026-08-17 14:37:05  ws30r true      +1   none      momo      
  2026-08-17 14:37:30  ws30r true      +1   none      momo      
  2026-08-17 14:48:25  ws30r true      +1   none      momo      
  2026-08-17 14:49:00  ws30r true      +1   none      momo      
  2026-08-17 15:15:55  ws20r false     +1   momo      none      
  2026-08-17 16:08:30  ws20r false     +1   momo      none      
  2026-08-17 16:08:40  ws20r false     +1   momo      none      
  2026-08-17 16:09:05  ws20r false     +1   momo      none      
  2026-08-17 16:09:20  ws20r false     +1   momo      none      
  2026-08-17 16:09:35  ws20r false     +1   momo      none      
  2026-08-17 16:10:50  ws20r false     +1   momo      none      
  2026-08-17 17:35:40  ws30r true      +1   none      momo      
  2026-08-17 18:25:00  ws20r false     -1   momo      none      
  2026-08-17 18:27:00  ws20r false     -1   momo      none      
  2026-08-17 20:32:00  ws20r false     +1   momo      none      
  2026-08-17 20:36:00  ws20r false     +1   momo      none      
  2026-08-17 20:40:00  ws20r false     +1   momo      none      
  2026-08-17 20:41:55  ws20r false     +1   momo      none      
  2026-08-17 20:43:40  ws20r false     +1   momo      none      
  2026-08-17 21:00:05  ws30r true      +1   curl      momo      
  2026-08-17 22:17:20  ws30r true      +1   none      momo      
  2026-08-17 23:00:05  ws30r true      -1   none      momo      
  2026-08-17 23:24:05  ws30r true      -1   none      momo      
  2026-08-17 23:30:00  ws30r true      -1   none      momo      
  2026-08-17 23:31:45  ws30r true      -1   none      momo      
  2026-08-17 23:33:10  ws30r true      -1   none      momo      
  2026-08-17 23:34:55  ws30r true      -1   none      momo      
  2026-08-17 23:36:10  ws30r true      -1   none      momo      
  2026-08-17 23:36:40  ws30r true      -1   none      momo      
  2026-08-17 23:44:50  ws30r true      -1   none      momo      
  2026-08-17 23:48:55  ws30r true      -1   none      momo      
  2026-08-17 23:53:55  ws30r true      -1   none      momo      
  2026-08-17 23:57:50  ws30r true      -1   none      momo      
  2026-08-18 00:00:00  ws30r true      -1   none      momo      
  2026-08-18 00:00:05  ws20r false     -1   momo      none      
  2026-08-18 00:55:35  ws30r true      -1   sideways  momo      
  2026-08-18 00:57:05  ws30r true      -1   curl      momo      
  2026-08-18 00:58:20  ws30r true      -1   curl      momo      
  2026-08-18 01:04:25  ws30r true      -1   curl      momo      
  2026-08-18 01:06:00  ws30r true      -1   sideways  momo      
  2026-08-18 01:47:25  ws30r true      -1   none      momo      
  2026-08-18 01:48:00  ws20r false     +1   momo      none      
  2026-08-18 03:06:00  ws30r true      -1   curl      momo      
  2026-08-18 03:12:00  ws30r true      -1   curl      momo      
  2026-08-18 04:00:00  ws20r false     -1   momo      none      
  2026-08-18 05:51:25  ws30r true      +1   none      momo      
  2026-08-18 05:51:35  ws30r true      +1   none      momo      
  2026-08-18 05:54:00  ws30r true      +1   none      momo      
  2026-08-18 07:00:00  ws20r false     +1   momo      none      
  2026-08-18 08:26:30  ws30r true      +1   none      momo      
  2026-08-18 08:27:05  ws30r true      +1   none      momo      
  2026-08-18 09:20:00  ws20r false     -1   momo      sideways  
  2026-08-18 09:21:00  ws20r false     -1   momo      none      
  2026-08-18 09:22:55  ws20r false     -1   momo      sideways  
  2026-08-18 09:24:00  ws20r false     -1   momo      sideways  
  2026-08-18 09:28:00  ws20r false     -1   momo      sideways  
  2026-08-18 09:29:00  ws20r false     -1   momo      sideways  
  2026-08-18 09:30:00  ws20r false     -1   momo      sideways  
  2026-08-18 09:30:15  ws20r false     -1   momo      sideways  
  2026-08-18 10:16:05  ws30r true      -1   none      momo      
  2026-08-18 10:21:25  ws30r true      -1   none      momo      
  2026-08-18 10:22:55  ws30r true      -1   none      momo      
  2026-08-18 10:24:30  ws30r true      -1   none      momo      
  2026-08-18 10:26:45  ws30r true      -1   none      momo      
  2026-08-18 10:31:45  ws30r true      -1   none      momo      
  2026-08-18 10:32:05  ws30r true      -1   none      momo      
  2026-08-18 11:25:45  ws30r true      -1   none      momo      
  2026-08-18 12:23:25  ws20r false     +1   momo      none      
  2026-08-18 12:25:00  ws20r false     +1   momo      none      
  2026-08-18 12:25:10  ws20r false     +1   momo      none      
  2026-08-18 12:26:05  ws20r false     +1   momo      none      
  2026-08-18 13:18:00  ws30r true      -1   curl      momo      
  2026-08-18 13:28:40  ws20r false     -1   momo      sideways  
  2026-08-18 13:32:40  ws20r false     -1   momo      sideways  
  2026-08-18 13:33:00  ws20r false     -1   momo      sideways  
  2026-08-18 13:33:55  ws20r false     -1   momo      curl      
  2026-08-18 13:37:05  ws20r false     -1   momo      curl      
  2026-08-18 13:42:55  ws20r false     -1   momo      curl      
  2026-08-18 13:43:30  ws20r false     -1   momo      curl      
  2026-08-18 14:32:00  ws20r false     -1   momo      none      
  2026-08-18 15:01:25  ws20r false     +1   momo      none      
  2026-08-18 16:40:00  ws20r false     +1   momo      none      
  2026-08-18 17:04:15  ws20r false     -1   momo      none      
  2026-08-18 17:04:50  ws20r false     -1   momo      none      
  2026-08-18 17:05:40  ws20r false     -1   momo      none      
  2026-08-18 17:06:10  ws20r false     -1   momo      none      
  2026-08-18 18:36:00  ws20r false     -1   momo      none      
  2026-08-18 19:30:20  ws30r true      +1   sideways  momo      
  2026-08-18 19:31:30  ws30r true      +1   sideways  momo      
  2026-08-18 19:35:35  ws30r true      +1   sideways  momo      
  2026-08-18 19:36:00  ws30r true      +1   sideways  momo      
  2026-08-18 19:52:05  ws30r true      +1   sideways  momo      
  2026-08-18 19:54:00  ws30r true      +1   sideways  momo      
  2026-08-18 20:28:00  ws20r false     +1   momo      none      
  2026-08-18 21:32:00  ws20r false     -1   momo      none      
  2026-08-18 23:36:00  ws30r true      +1   sideways  momo      
  2026-08-18 23:48:45  ws20r false     +1   momo      none      
  2026-08-18 23:49:45  ws20r false     +1   momo      none      
  2026-08-18 23:52:00  ws20r false     +1   momo      none      
