2026-09-03 00:24:42  DatabaseManager             INFO      MySQL connected
2026-09-03 00:24:42  DatabaseManager             INFO      MySQL disconnected
  span 2026-08-03 00:00:00 -> 2026-08-19 00:00:00   276,481 bars
  ws30r flips to true  at dr +1 : 287
  ws30r flips to true  at dr -1 : 287
  ws20r flips to false at dr +1 : 326
  ws20r flips to false at dr -1 : 319
  rows: 1,219

  utc                  event           dr   from      to        
  2026-08-08 16:23:50  ws20r false     +1   momo      sideways  
  2026-08-08 16:24:45  ws20r false     +1   momo      sideways  
  2026-08-08 16:25:10  ws20r false     +1   momo      sideways  
  2026-08-08 16:26:10  ws20r false     +1   momo      sideways  
  2026-08-08 17:13:55  ws20r false     -1   momo      curl      
  2026-08-08 17:14:40  ws20r false     -1   momo      curl      
  2026-08-08 17:18:15  ws30r true      +1   none      momo      
  2026-08-08 17:18:30  ws30r true      +1   none      momo      
  2026-08-08 17:18:50  ws30r true      +1   none      momo      
  2026-08-08 17:20:15  ws30r true      +1   none      momo      
  2026-08-08 17:20:55  ws30r true      +1   none      momo      
  2026-08-08 17:21:05  ws30r true      +1   none      momo      
  2026-08-08 17:23:35  ws30r true      +1   none      momo      
  2026-08-08 18:21:05  ws20r false     -1   momo      sideways  
  2026-08-08 18:33:20  ws30r true      -1   curl      momo      
  2026-08-08 18:33:30  ws30r true      -1   curl      momo      
  2026-08-08 18:33:45  ws30r true      -1   curl      momo      
  2026-08-08 18:34:05  ws30r true      -1   curl      momo      
  2026-08-08 18:34:15  ws30r true      -1   curl      momo      
  2026-08-08 18:35:05  ws30r true      -1   curl      momo      
  2026-08-08 18:40:10  ws20r false     -1   momo      curl      
  2026-08-08 19:42:00  ws20r false     +1   momo      none      
  2026-08-08 19:42:55  ws20r false     +1   momo      none      
  2026-08-08 19:44:25  ws20r false     +1   momo      none      
  2026-08-08 19:46:00  ws20r false     +1   momo      none      
  2026-08-08 19:48:00  ws20r false     +1   momo      none      
  2026-08-08 19:55:50  ws20r false     +1   momo      none      
  2026-08-08 19:56:00  ws20r false     +1   momo      none      
  2026-08-08 20:32:00  ws20r false     +1   momo      curl      
  2026-08-08 21:36:15  ws20r false     +1   momo      none      
  2026-08-08 23:30:20  ws30r true      -1   sideways  momo      
  2026-08-08 23:34:20  ws30r true      -1   sideways  momo      
  2026-08-08 23:35:20  ws30r true      -1   sideways  momo      
  2026-08-08 23:36:00  ws30r true      -1   sideways  momo      
  2026-08-08 23:42:35  ws30r true      -1   sideways  momo      
  2026-08-08 23:42:45  ws30r true      -1   sideways  momo      
  2026-08-08 23:43:40  ws30r true      -1   sideways  momo      
  2026-08-08 23:55:00  ws30r true      -1   sideways  momo      
  2026-08-09 00:00:00  ws30r true      -1   sideways  momo      
  2026-08-09 00:04:00  ws20r false     -1   momo      none      
  2026-08-09 01:18:05  ws30r true      -1   none      momo      
  2026-08-09 01:18:15  ws30r true      -1   none      momo      
  2026-08-09 01:18:25  ws30r true      -1   none      momo      
  2026-08-09 02:06:55  ws20r false     +1   momo      none      
  2026-08-09 02:07:30  ws20r false     +1   momo      none      
  2026-08-09 02:10:55  ws20r false     +1   momo      none      
  2026-08-09 02:11:30  ws20r false     +1   momo      none      
  2026-08-09 02:30:00  ws30r true      +1   none      momo      
  2026-08-09 02:30:20  ws20r false     +1   momo      curl      
  2026-08-09 02:31:55  ws20r false     +1   momo      curl      
  2026-08-09 02:36:10  ws20r false     +1   momo      curl      
  2026-08-09 02:40:10  ws20r false     +1   momo      curl      
  2026-08-09 03:09:50  ws20r false     +1   momo      none      
  2026-08-09 03:10:30  ws20r false     +1   momo      none      
  2026-08-09 03:11:05  ws20r false     +1   momo      none      
  2026-08-09 03:11:25  ws20r false     +1   momo      none      
  2026-08-09 03:12:20  ws20r false     +1   momo      none      
  2026-08-09 06:00:00  ws30r true      -1   none      momo      
  2026-08-09 06:04:05  ws20r false     -1   momo      none      
  2026-08-09 06:48:20  ws20r false     +1   momo      curl      
  2026-08-09 08:03:15  ws30r true      +1   none      momo      
  2026-08-09 08:03:30  ws30r true      +1   none      momo      
  2026-08-09 08:03:55  ws30r true      +1   none      momo      
  2026-08-09 08:40:00  ws20r false     +1   momo      none      
  2026-08-09 08:42:00  ws30r true      +1   curl      momo      
  2026-08-09 08:44:25  ws30r true      +1   curl      momo      
  2026-08-09 08:45:20  ws30r true      +1   curl      momo      
  2026-08-09 08:45:55  ws30r true      +1   curl      momo      
  2026-08-09 08:46:25  ws30r true      +1   curl      momo      
  2026-08-09 09:21:20  ws20r false     -1   momo      none      
  2026-08-09 09:37:05  ws20r false     -1   momo      none      
  2026-08-09 09:42:15  ws30r true      +1   none      momo      
  2026-08-09 09:42:40  ws30r true      +1   none      momo      
  2026-08-09 10:30:00  ws30r true      -1   none      momo      
  2026-08-09 11:44:00  ws20r false     -1   momo      none      
  2026-08-09 12:48:15  ws30r true      -1   none      momo      
  2026-08-09 13:30:00  ws30r true      +1   none      momo      
  2026-08-09 14:28:00  ws20r false     +1   momo      none      
  2026-08-09 16:52:00  ws20r false     -1   momo      none      
  2026-08-09 16:52:35  ws20r false     -1   momo      none      
  2026-08-09 16:53:25  ws20r false     -1   momo      none      
  2026-08-09 17:30:00  ws30r true      -1   none      momo      
  2026-08-09 17:45:20  ws30r true      -1   none      momo      
  2026-08-09 18:56:00  ws20r false     -1   momo      none      
  2026-08-09 22:56:00  ws20r false     +1   momo      none      
  2026-08-09 23:36:15  ws20r false     -1   momo      sideways  
  2026-08-09 23:37:00  ws20r false     -1   momo      sideways  
  2026-08-10 00:36:45  ws20r false     -1   momo      none      
  2026-08-10 00:37:30  ws20r false     -1   momo      none      
  2026-08-10 00:38:25  ws20r false     -1   momo      none      
  2026-08-10 00:38:55  ws20r false     -1   momo      none      
  2026-08-10 00:40:00  ws20r false     -1   momo      none      
  2026-08-10 01:30:00  ws30r true      +1   none      momo      
  2026-08-10 02:40:00  ws20r false     +1   momo      none      
  2026-08-10 02:44:00  ws20r false     +1   momo      none      
  2026-08-10 02:48:00  ws20r false     +1   momo      none      
  2026-08-10 03:53:00  ws20r false     -1   momo      none      
  2026-08-10 03:55:00  ws20r false     -1   momo      none      
  2026-08-10 03:57:10  ws20r false     -1   momo      none      
  2026-08-10 04:20:00  ws20r false     -1   momo      none      
  2026-08-10 04:24:40  ws30r true      +1   none      momo      
  2026-08-10 05:11:30  ws20r false     +1   momo      sideways  
  2026-08-10 05:15:30  ws20r false     +1   momo      sideways  
  2026-08-10 05:19:45  ws20r false     +1   momo      none      
  2026-08-10 05:24:00  ws20r false     +1   momo      none      
  2026-08-10 05:24:40  ws20r false     +1   momo      none      
  2026-08-10 06:44:05  ws20r false     +1   momo      none      
  2026-08-10 06:46:05  ws20r false     +1   momo      none      
  2026-08-10 06:47:55  ws20r false     +1   momo      none      
  2026-08-10 07:40:10  ws20r false     -1   momo      none      
  2026-08-10 07:42:10  ws20r false     -1   momo      none      
  2026-08-10 07:58:15  ws20r false     -1   momo      none      
  2026-08-10 08:30:00  ws30r true      -1   none      momo      
  2026-08-10 08:38:40  ws30r true      -1   none      momo      
  2026-08-10 09:14:20  ws30r true      -1   none      momo      
  2026-08-10 09:20:00  ws20r false     -1   momo      none      
  2026-08-10 09:24:45  ws30r true      -1   none      momo      
  2026-08-10 11:36:30  ws30r true      -1   none      momo      
  2026-08-10 11:36:45  ws20r false     -1   momo      curl      
  2026-08-10 11:36:55  ws30r true      -1   none      momo      
  2026-08-10 11:37:00  ws20r false     -1   momo      curl      
  2026-08-10 11:38:00  ws20r false     -1   momo      curl      
  2026-08-10 11:38:15  ws30r true      -1   none      momo      
  2026-08-10 11:38:30  ws30r true      -1   none      momo      
  2026-08-10 11:38:50  ws20r false     -1   momo      curl      
  2026-08-10 12:40:05  ws20r false     +1   momo      none      
  2026-08-10 12:52:00  ws20r false     +1   momo      none      
  2026-08-10 12:54:00  ws20r false     +1   momo      none      
  2026-08-10 12:54:15  ws20r false     +1   momo      none      
  2026-08-10 12:55:35  ws20r false     +1   momo      none      
  2026-08-10 12:55:45  ws20r false     +1   momo      none      
  2026-08-10 14:48:00  ws20r false     -1   momo      sideways  
  2026-08-10 14:52:00  ws20r false     -1   momo      sideways  
  2026-08-10 14:56:00  ws20r false     -1   momo      sideways  
  2026-08-10 16:02:40  ws20r false     +1   momo      none      
  2026-08-10 16:30:00  ws30r true      +1   none      momo      
  2026-08-10 16:30:10  ws30r true      +1   none      momo      
  2026-08-10 16:32:40  ws30r true      +1   none      momo      
  2026-08-10 16:33:25  ws30r true      +1   none      momo      
  2026-08-10 16:57:15  ws30r true      +1   none      momo      
  2026-08-10 16:57:45  ws30r true      +1   none      momo      
  2026-08-10 18:19:15  ws20r false     +1   momo      none      
  2026-08-10 19:48:55  ws30r true      +1   none      momo      
  2026-08-10 19:49:05  ws30r true      +1   none      momo      
  2026-08-10 19:51:50  ws30r true      +1   none      momo      
  2026-08-10 19:52:20  ws30r true      +1   none      momo      
  2026-08-10 21:29:00  ws20r false     -1   momo      curl      
  2026-08-10 21:30:00  ws20r false     -1   momo      curl      
  2026-08-10 21:30:00  ws30r true      -1   none      momo      
  2026-08-10 21:40:45  ws30r true      -1   none      momo      
  2026-08-10 21:41:55  ws30r true      -1   none      momo      
  2026-08-10 23:21:05  ws20r false     -1   momo      none      
  2026-08-10 23:21:25  ws20r false     -1   momo      none      
  2026-08-10 23:22:45  ws20r false     -1   momo      none      
  2026-08-11 00:00:10  ws30r true      -1   none      momo      
  2026-08-11 00:02:10  ws30r true      -1   none      momo      
  2026-08-11 00:02:30  ws30r true      -1   none      momo      
  2026-08-11 00:03:10  ws30r true      -1   none      momo      
  2026-08-11 00:03:40  ws30r true      -1   none      momo      
  2026-08-11 00:54:00  ws30r true      +1   curl      momo      
  2026-08-11 01:44:00  ws20r false     +1   momo      none      
  2026-08-11 01:44:40  ws20r false     +1   momo      none      
  2026-08-11 01:45:00  ws20r false     +1   momo      none      
  2026-08-11 01:46:05  ws20r false     +1   momo      none      
  2026-08-11 01:48:00  ws20r false     +1   momo      none      
  2026-08-11 03:02:30  ws20r false     -1   momo      curl      
  2026-08-11 03:07:15  ws30r true      +1   none      momo      
  2026-08-11 03:08:10  ws30r true      +1   none      momo      
  2026-08-11 04:00:00  ws30r true      -1   none      momo      
  2026-08-11 05:26:25  ws20r false     -1   momo      none      
  2026-08-11 06:30:10  ws30r true      -1   none      momo      
  2026-08-11 07:44:05  ws20r false     +1   momo      none      
  2026-08-11 07:45:25  ws20r false     +1   momo      none      
  2026-08-11 07:48:00  ws20r false     +1   momo      none      
  2026-08-11 08:22:35  ws20r false     -1   momo      none      
  2026-08-11 08:24:30  ws20r false     -1   momo      none      
  2026-08-11 08:41:05  ws30r true      +1   none      momo      
  2026-08-11 08:41:50  ws30r true      +1   none      momo      
  2026-08-11 08:45:40  ws30r true      +1   none      momo      
  2026-08-11 08:50:10  ws30r true      +1   none      momo      
  2026-08-11 08:51:00  ws30r true      +1   none      momo      
  2026-08-11 08:55:45  ws30r true      +1   none      momo      
  2026-08-11 08:56:05  ws30r true      +1   none      momo      
  2026-08-11 10:08:20  ws20r false     +1   momo      curl      
  2026-08-11 10:08:40  ws20r false     +1   momo      curl      
  2026-08-11 10:10:00  ws20r false     +1   momo      curl      
  2026-08-11 10:11:45  ws20r false     +1   momo      curl      
  2026-08-11 10:27:00  ws20r false     +1   momo      sideways  
  2026-08-11 10:29:00  ws20r false     +1   momo      sideways  
  2026-08-11 10:31:00  ws20r false     +1   momo      sideways  
  2026-08-11 10:32:00  ws20r false     +1   momo      sideways  
  2026-08-11 10:33:45  ws20r false     +1   momo      sideways  
  2026-08-11 10:43:25  ws30r true      +1   none      momo      
  2026-08-11 10:45:45  ws30r true      +1   none      momo      
  2026-08-11 10:46:55  ws30r true      +1   none      momo      
  2026-08-11 10:47:15  ws30r true      +1   none      momo      
  2026-08-11 11:12:00  ws30r true      +1   curl      momo      
  2026-08-11 11:16:50  ws30r true      +1   curl      momo      
  2026-08-11 11:17:20  ws30r true      +1   curl      momo      
  2026-08-11 12:30:00  ws30r true      -1   none      momo      
  2026-08-11 13:00:00  ws20r false     -1   momo      none      
  2026-08-11 13:51:35  ws20r false     +1   momo      none      
  2026-08-11 13:52:00  ws20r false     +1   momo      none      
  2026-08-11 13:54:10  ws20r false     +1   momo      none      
  2026-08-11 14:12:05  ws20r false     +1   momo      none      
  2026-08-11 14:25:10  ws30r true      -1   sideways  momo      
  2026-08-11 14:25:30  ws30r true      -1   sideways  momo      
  2026-08-11 14:26:15  ws30r true      -1   sideways  momo      
  2026-08-11 14:26:25  ws30r true      -1   sideways  momo      
  2026-08-11 14:27:25  ws30r true      -1   sideways  momo      
  2026-08-11 14:29:15  ws30r true      -1   sideways  momo      
  2026-08-11 14:29:40  ws30r true      -1   sideways  momo      
  2026-08-11 14:53:15  ws20r false     +1   momo      none      
  2026-08-11 14:56:00  ws20r false     +1   momo      none      
  2026-08-11 15:38:45  ws20r false     -1   momo      sideways  
  2026-08-11 15:39:20  ws20r false     -1   momo      sideways  
  2026-08-11 15:43:35  ws20r false     -1   momo      sideways  
  2026-08-11 15:46:05  ws20r false     -1   momo      sideways  
  2026-08-11 15:47:20  ws20r false     -1   momo      sideways  
  2026-08-11 17:12:20  ws20r false     +1   momo      curl      
  2026-08-11 18:30:00  ws30r true      +1   curl      momo      
  2026-08-11 18:32:05  ws30r true      +1   curl      momo      
  2026-08-11 18:32:15  ws30r true      +1   curl      momo      
  2026-08-11 18:34:05  ws30r true      +1   curl      momo      
  2026-08-11 18:36:00  ws30r true      +1   curl      momo      
  2026-08-11 18:53:30  ws20r false     +1   momo      none      
  2026-08-11 21:30:10  ws30r true      +1   sideways  momo      
  2026-08-11 21:33:15  ws30r true      +1   sideways  momo      
  2026-08-11 21:33:25  ws30r true      +1   sideways  momo      
  2026-08-11 21:34:25  ws30r true      +1   sideways  momo      
  2026-08-11 21:36:30  ws30r true      +1   sideways  momo      
  2026-08-11 23:42:05  ws30r true      -1   none      momo      
  2026-08-12 00:58:25  ws20r false     -1   momo      none      
  2026-08-12 00:59:10  ws20r false     -1   momo      none      
  2026-08-12 00:59:35  ws20r false     -1   momo      none      
  2026-08-12 01:00:00  ws20r false     -1   momo      none      
  2026-08-12 01:36:25  ws20r false     +1   momo      none      
  2026-08-12 01:37:00  ws20r false     +1   momo      none      
  2026-08-12 02:54:00  ws30r true      +1   curl      momo      
  2026-08-12 03:16:00  ws20r false     +1   momo      none      
  2026-08-12 03:43:45  ws20r false     -1   momo      none      
  2026-08-12 04:16:15  ws20r false     -1   momo      none      
  2026-08-12 04:17:05  ws20r false     -1   momo      none      
  2026-08-12 04:18:30  ws20r false     -1   momo      none      
  2026-08-12 05:20:50  ws20r false     +1   momo      sideways  
  2026-08-12 05:21:50  ws20r false     +1   momo      sideways  
  2026-08-12 05:25:00  ws20r false     +1   momo      sideways  
  2026-08-12 05:26:10  ws20r false     +1   momo      sideways  
  2026-08-12 05:27:10  ws20r false     +1   momo      sideways  
  2026-08-12 05:29:05  ws20r false     +1   momo      sideways  
  2026-08-12 05:30:25  ws20r false     +1   momo      sideways  
  2026-08-12 05:32:55  ws20r false     +1   momo      sideways  
  2026-08-12 05:33:05  ws20r false     +1   momo      sideways  
  2026-08-12 05:34:25  ws20r false     +1   momo      sideways  
  2026-08-12 05:35:10  ws20r false     +1   momo      sideways  
  2026-08-12 05:36:40  ws20r false     +1   momo      sideways  
  2026-08-12 05:36:50  ws20r false     +1   momo      sideways  
  2026-08-12 05:38:10  ws20r false     +1   momo      sideways  
  2026-08-12 05:39:05  ws20r false     +1   momo      sideways  
  2026-08-12 05:39:45  ws30r true      +1   none      momo      
  2026-08-12 06:22:00  ws20r false     -1   momo      curl      
  2026-08-12 06:30:00  ws30r true      -1   none      momo      
  2026-08-12 08:08:35  ws20r false     -1   momo      none      
  2026-08-12 08:09:25  ws20r false     -1   momo      none      
  2026-08-12 08:10:45  ws20r false     -1   momo      none      
  2026-08-12 08:13:10  ws20r false     -1   momo      none      
  2026-08-12 08:14:20  ws20r false     -1   momo      none      
  2026-08-12 10:30:10  ws30r true      +1   none      momo      
  2026-08-12 10:52:00  ws20r false     +1   momo      none      
  2026-08-12 10:53:05  ws20r false     +1   momo      none      
  2026-08-12 10:53:20  ws20r false     +1   momo      none      
  2026-08-12 10:53:45  ws20r false     +1   momo      none      
  2026-08-12 10:54:35  ws20r false     +1   momo      none      
  2026-08-12 10:54:45  ws20r false     +1   momo      none      
  2026-08-12 10:56:00  ws20r false     +1   momo      none      
  2026-08-12 11:54:05  ws20r false     -1   momo      none      
  2026-08-12 11:54:30  ws20r false     -1   momo      curl      
  2026-08-12 12:40:10  ws20r false     -1   momo      none      
  2026-08-12 12:40:35  ws20r false     -1   momo      none      
  2026-08-12 12:41:05  ws20r false     -1   momo      none      
  2026-08-12 12:44:10  ws20r false     -1   momo      none      
  2026-08-12 12:44:20  ws20r false     -1   momo      none      
  2026-08-12 12:44:35  ws20r false     -1   momo      none      
  2026-08-12 12:45:05  ws20r false     -1   momo      none      
  2026-08-12 12:48:10  ws20r false     -1   momo      none      
  2026-08-12 12:48:35  ws20r false     -1   momo      none      
  2026-08-12 12:49:05  ws20r false     -1   momo      none      
  2026-08-12 12:52:00  ws20r false     -1   momo      none      
  2026-08-12 12:52:35  ws20r false     -1   momo      none      
  2026-08-12 12:53:05  ws20r false     -1   momo      none      
  2026-08-12 12:54:10  ws20r false     -1   momo      none      
  2026-08-12 12:56:00  ws20r false     -1   momo      sideways  
  2026-08-12 13:00:00  ws20r false     -1   momo      sideways  
  2026-08-12 13:04:10  ws20r false     -1   momo      curl      
  2026-08-12 13:04:25  ws20r false     -1   momo      none      
  2026-08-12 13:05:05  ws20r false     -1   momo      none      
  2026-08-12 13:31:15  ws30r true      -1   none      momo      
  2026-08-12 13:31:35  ws30r true      -1   none      momo      
  2026-08-12 13:33:10  ws30r true      -1   none      momo      
  2026-08-12 13:36:00  ws30r true      -1   none      momo      
  2026-08-12 13:59:20  ws20r false     -1   momo      none      
  2026-08-12 13:59:35  ws20r false     -1   momo      none      
  2026-08-12 14:49:10  ws20r false     -1   momo      sideways  
  2026-08-12 14:50:05  ws20r false     -1   momo      sideways  
  2026-08-12 14:54:05  ws20r false     -1   momo      sideways  
  2026-08-12 14:57:25  ws20r false     -1   momo      sideways  
  2026-08-12 14:57:35  ws20r false     -1   momo      sideways  
  2026-08-12 14:57:55  ws20r false     -1   momo      sideways  
  2026-08-12 15:00:25  ws20r false     -1   momo      sideways  
  2026-08-12 15:02:05  ws20r false     -1   momo      sideways  
  2026-08-12 16:42:30  ws30r true      +1   none      momo      
  2026-08-12 16:43:45  ws30r true      +1   none      momo      
  2026-08-12 16:54:00  ws30r true      +1   none      momo      
  2026-08-12 16:55:10  ws30r true      +1   none      momo      
  2026-08-12 16:58:25  ws30r true      +1   none      momo      
  2026-08-12 17:40:00  ws20r false     +1   momo      none      
  2026-08-12 19:24:40  ws20r false     -1   momo      none      
  2026-08-12 19:25:40  ws20r false     -1   momo      none      
  2026-08-12 19:26:20  ws20r false     -1   momo      none      
  2026-08-12 19:26:35  ws20r false     -1   momo      none      
  2026-08-12 19:27:30  ws20r false     -1   momo      none      
  2026-08-12 19:28:50  ws20r false     -1   momo      none      
  2026-08-12 19:30:55  ws30r true      +1   none      momo      
  2026-08-12 19:31:30  ws30r true      +1   none      momo      
  2026-08-12 19:32:10  ws30r true      +1   none      momo      
  2026-08-12 19:34:25  ws30r true      +1   none      momo      
  2026-08-12 19:35:25  ws30r true      +1   none      momo      
  2026-08-12 20:28:10  ws20r false     -1   momo      none      
  2026-08-12 20:28:35  ws20r false     -1   momo      none      
  2026-08-12 20:29:15  ws20r false     -1   momo      none      
  2026-08-12 20:30:30  ws20r false     -1   momo      none      
  2026-08-12 20:31:00  ws20r false     -1   momo      none      
  2026-08-12 21:50:00  ws30r true      -1   none      momo      
  2026-08-12 21:54:30  ws30r true      -1   none      momo      
  2026-08-12 21:54:55  ws30r true      -1   none      momo      
  2026-08-12 23:51:35  ws20r false     +1   momo      none      
  2026-08-13 01:06:45  ws30r true      +1   curl      momo      
  2026-08-13 01:06:55  ws30r true      +1   curl      momo      
  2026-08-13 01:12:05  ws30r true      +1   curl      momo      
  2026-08-13 01:24:15  ws20r false     +1   momo      none      
  2026-08-13 01:24:55  ws20r false     +1   momo      none      
  2026-08-13 03:12:00  ws20r false     -1   momo      none      
  2026-08-13 03:15:35  ws20r false     -1   momo      none      
  2026-08-13 05:36:00  ws20r false     +1   momo      none      
  2026-08-13 08:30:00  ws30r true      -1   none      momo      
  2026-08-13 09:44:15  ws20r false     -1   momo      none      
  2026-08-13 09:46:00  ws20r false     -1   momo      none      
  2026-08-13 10:13:45  ws30r true      -1   none      momo      
  2026-08-13 10:14:00  ws30r true      -1   none      momo      
  2026-08-13 10:14:15  ws30r true      -1   none      momo      
  2026-08-13 10:14:25  ws30r true      -1   none      momo      
  2026-08-13 10:15:25  ws30r true      -1   none      momo      
  2026-08-13 10:15:35  ws30r true      -1   none      momo      
  2026-08-13 10:15:50  ws30r true      -1   none      momo      
  2026-08-13 10:16:35  ws20r false     +1   momo      none      
  2026-08-13 10:17:00  ws20r false     +1   momo      none      
  2026-08-13 10:19:30  ws20r false     +1   momo      none      
  2026-08-13 11:20:05  ws20r false     +1   momo      none      
  2026-08-13 12:06:35  ws20r false     -1   momo      curl      
  2026-08-13 13:12:10  ws20r false     -1   momo      none      
  2026-08-13 14:42:00  ws30r true      +1   curl      momo      
  2026-08-13 15:16:00  ws20r false     +1   momo      none      
  2026-08-13 17:00:00  ws30r true      -1   sideways  momo      
  2026-08-13 17:28:00  ws20r false     -1   momo      none      
  2026-08-13 19:30:00  ws30r true      +1   curl      momo      
  2026-08-13 19:31:35  ws30r true      +1   curl      momo      
  2026-08-13 19:35:10  ws30r true      +1   curl      momo      
  2026-08-13 19:35:55  ws30r true      +1   curl      momo      
  2026-08-13 20:00:20  ws20r false     +1   momo      none      
  2026-08-13 20:02:00  ws20r false     +1   momo      none      
  2026-08-13 20:02:25  ws20r false     +1   momo      none      
  2026-08-13 20:03:20  ws20r false     +1   momo      none      
  2026-08-13 23:06:00  ws30r true      -1   curl      momo      
  2026-08-13 23:22:00  ws30r true      -1   none      momo      
  2026-08-13 23:31:05  ws30r true      -1   none      momo      
  2026-08-13 23:31:55  ws30r true      -1   none      momo      
  2026-08-13 23:32:45  ws30r true      -1   none      momo      
  2026-08-13 23:33:10  ws30r true      -1   none      momo      
  2026-08-13 23:39:55  ws30r true      -1   none      momo      
  2026-08-13 23:40:40  ws30r true      -1   none      momo      
  2026-08-13 23:40:50  ws30r true      -1   none      momo      
  2026-08-13 23:42:10  ws30r true      -1   none      momo      
  2026-08-13 23:49:45  ws30r true      -1   none      momo      
  2026-08-13 23:50:45  ws30r true      -1   none      momo      
  2026-08-13 23:50:55  ws30r true      -1   none      momo      
  2026-08-13 23:51:35  ws30r true      -1   none      momo      
  2026-08-13 23:57:15  ws20r false     -1   momo      none      
  2026-08-13 23:59:40  ws20r false     -1   momo      none      
  2026-08-14 00:00:25  ws30r true      -1   none      momo      
  2026-08-14 00:01:40  ws30r true      -1   none      momo      
  2026-08-14 00:02:25  ws30r true      -1   none      momo      
  2026-08-14 00:02:40  ws30r true      -1   none      momo      
  2026-08-14 00:02:55  ws30r true      -1   none      momo      
  2026-08-14 01:32:00  ws20r false     +1   momo      none      
  2026-08-14 01:32:30  ws20r false     +1   momo      none      
  2026-08-14 01:33:45  ws20r false     +1   momo      none      
  2026-08-14 01:34:00  ws20r false     +1   momo      none      
  2026-08-14 02:04:15  ws20r false     -1   momo      none      
  2026-08-14 02:07:00  ws20r false     -1   momo      curl      
  2026-08-14 02:07:20  ws20r false     -1   momo      curl      
  2026-08-14 03:30:05  ws30r true      -1   curl      momo      
  2026-08-14 04:00:00  ws20r false     -1   momo      none      
  2026-08-14 06:40:00  ws20r false     +1   momo      none      
  2026-08-14 06:44:00  ws20r false     +1   momo      none      
  2026-08-14 07:40:40  ws20r false     -1   momo      curl      
  2026-08-14 07:41:00  ws20r false     -1   momo      curl      
  2026-08-14 07:41:55  ws20r false     -1   momo      curl      
  2026-08-14 07:43:00  ws20r false     -1   momo      curl      
  2026-08-14 08:40:00  ws20r false     -1   momo      none      
  2026-08-14 09:30:00  ws30r true      -1   curl      momo      
  2026-08-14 09:32:10  ws20r false     +1   momo      none      
  2026-08-14 09:32:20  ws30r true      -1   curl      momo      
  2026-08-14 09:32:55  ws30r true      -1   curl      momo      
  2026-08-14 09:33:20  ws30r true      -1   curl      momo      
  2026-08-14 09:33:35  ws30r true      -1   curl      momo      
  2026-08-14 09:34:05  ws20r false     +1   momo      none      
  2026-08-14 09:34:25  ws20r false     +1   momo      none      
  2026-08-14 09:35:55  ws20r false     +1   momo      none      
  2026-08-14 09:38:05  ws20r false     +1   momo      none      
  2026-08-14 09:40:05  ws20r false     +1   momo      none      
  2026-08-14 09:41:25  ws20r false     +1   momo      sideways  
  2026-08-14 09:41:45  ws20r false     +1   momo      sideways  
  2026-08-14 09:42:15  ws20r false     +1   momo      none      
  2026-08-14 09:42:40  ws20r false     +1   momo      none      
  2026-08-14 09:44:10  ws20r false     +1   momo      sideways  
  2026-08-14 09:44:30  ws20r false     +1   momo      sideways  
  2026-08-14 09:45:15  ws20r false     +1   momo      sideways  
  2026-08-14 09:45:45  ws20r false     +1   momo      sideways  
  2026-08-14 09:48:00  ws20r false     +1   momo      sideways  
  2026-08-14 09:52:00  ws20r false     +1   momo      sideways  
  2026-08-14 09:53:45  ws20r false     +1   momo      sideways  
  2026-08-14 09:55:10  ws20r false     +1   momo      sideways  
  2026-08-14 09:55:35  ws20r false     +1   momo      sideways  
  2026-08-14 10:08:00  ws20r false     +1   momo      sideways  
  2026-08-14 10:10:15  ws30r true      -1   none      momo      
  2026-08-14 10:10:30  ws30r true      -1   none      momo      
  2026-08-14 10:10:45  ws30r true      -1   none      momo      
  2026-08-14 10:11:00  ws30r true      -1   none      momo      
  2026-08-14 10:11:35  ws30r true      -1   none      momo      
  2026-08-14 10:20:00  ws20r false     +1   momo      sideways  
  2026-08-14 10:52:00  ws20r false     +1   momo      none      
  2026-08-14 10:52:50  ws20r false     +1   momo      none      
  2026-08-14 11:56:00  ws20r false     -1   momo      none      
  2026-08-14 12:39:00  ws20r false     -1   momo      curl      
  2026-08-14 12:39:25  ws20r false     -1   momo      curl      
  2026-08-14 12:40:10  ws20r false     -1   momo      curl      
  2026-08-14 12:40:25  ws20r false     -1   momo      curl      
  2026-08-14 12:40:50  ws20r false     -1   momo      curl      
  2026-08-14 12:43:45  ws20r false     -1   momo      curl      
  2026-08-14 13:04:00  ws20r false     -1   momo      none      
  2026-08-14 13:05:15  ws20r false     -1   momo      none      
  2026-08-14 13:05:35  ws20r false     -1   momo      none      
  2026-08-14 13:07:00  ws20r false     -1   momo      none      
  2026-08-14 13:07:10  ws20r false     -1   momo      none      
  2026-08-14 14:00:25  ws30r true      +1   curl      momo      
  2026-08-14 14:29:25  ws30r true      +1   none      momo      
  2026-08-14 15:04:25  ws20r false     +1   momo      sideways  
  2026-08-14 15:08:00  ws20r false     +1   momo      sideways  
  2026-08-14 15:10:00  ws20r false     +1   momo      none      
  2026-08-14 15:10:25  ws20r false     +1   momo      none      
  2026-08-14 15:11:15  ws20r false     +1   momo      none      
  2026-08-14 15:11:40  ws20r false     +1   momo      none      
  2026-08-14 17:14:00  ws30r true      +1   none      momo      
  2026-08-14 18:09:10  ws20r false     -1   momo      none      
  2026-08-14 18:09:20  ws20r false     -1   momo      none      
  2026-08-14 18:10:15  ws20r false     -1   momo      none      
  2026-08-14 18:43:40  ws30r true      -1   none      momo      
