2026-09-03 04:08:53  DatabaseManager             INFO      MySQL connected
2026-09-03 04:08:53  DatabaseManager             INFO      MySQL disconnected
  K_WINDOW 3   MOMO_SLOPE_MIN 1.2   MOMO_R2_MIN 0.5   LEVEL_SLACK 13.9
  ws20r false-flip fires on: sideways or none
  span 2026-08-03 00:00:00 -> 2026-08-19 00:00:00   276,481 bars

  CHECK, the 08-04 run that started this: ws20r dr -1, banked extrema 07:00:10
    momentum-false bars 06:30 to 07:40 under the combined setting: 06:31:00 -> sideways, 06:31:35 -> sideways, 06:31:45 -> sideways, 06:33:45 -> sideways, 06:34:00 -> sideways

  ws30r flips to true  at dr +1 : 324
  ws30r flips to true  at dr -1 : 288
  ws20r flips to false at dr +1 : 337
  ws20r flips to false at dr -1 : 385
  rows: 1,334

  utc                  event           dr   from      to        
  2026-08-12 07:57:00  ws20r false     -1   momo      none      
  2026-08-12 10:00:00  ws30r true      +1   none      momo      
  2026-08-12 10:18:25  ws30r true      +1   none      momo      
  2026-08-12 10:19:10  ws30r true      +1   none      momo      
  2026-08-12 10:20:15  ws30r true      +1   none      momo      
  2026-08-12 10:23:30  ws30r true      +1   none      momo      
  2026-08-12 10:30:10  ws30r true      +1   none      momo      
  2026-08-12 10:31:00  ws20r false     +1   momo      none      
  2026-08-12 11:27:00  ws30r true      +1   sideways  momo      
  2026-08-12 11:29:10  ws30r true      +1   sideways  momo      
  2026-08-12 11:31:30  ws30r true      +1   sideways  momo      
  2026-08-12 11:34:30  ws30r true      +1   sideways  momo      
  2026-08-12 12:28:10  ws20r false     -1   momo      none      
  2026-08-12 12:30:25  ws20r false     -1   momo      none      
  2026-08-12 12:33:50  ws30r true      +1   sideways  momo      
  2026-08-12 13:22:55  ws30r true      -1   curl      momo      
  2026-08-12 13:24:15  ws30r true      -1   curl      momo      
  2026-08-12 13:24:30  ws30r true      -1   curl      momo      
  2026-08-12 13:25:00  ws30r true      -1   curl      momo      
  2026-08-12 13:25:20  ws30r true      -1   curl      momo      
  2026-08-12 13:36:20  ws20r false     -1   momo      none      
  2026-08-12 13:36:30  ws20r false     -1   momo      none      
  2026-08-12 13:37:15  ws20r false     -1   momo      none      
  2026-08-12 13:38:55  ws20r false     -1   momo      none      
  2026-08-12 15:18:00  ws30r true      -1   sideways  momo      
  2026-08-12 16:39:00  ws30r true      +1   curl      momo      
  2026-08-12 17:25:00  ws20r false     +1   momo      none      
  2026-08-12 20:11:00  ws20r false     -1   momo      none      
  2026-08-12 21:43:30  ws30r true      -1   curl      momo      
  2026-08-12 22:51:15  ws30r true      -1   sideways  momo      
  2026-08-13 01:00:00  ws20r false     +1   momo      sideways  
  2026-08-13 01:00:50  ws20r false     +1   momo      sideways  
  2026-08-13 01:01:30  ws20r false     +1   momo      sideways  
  2026-08-13 01:02:15  ws20r false     +1   momo      sideways  
  2026-08-13 01:07:50  ws30r true      +1   curl      momo      
  2026-08-13 01:09:05  ws30r true      +1   curl      momo      
  2026-08-13 01:57:05  ws30r true      +1   sideways  momo      
  2026-08-13 02:00:00  ws30r true      +1   sideways  momo      
  2026-08-13 02:59:10  ws20r false     -1   momo      none      
  2026-08-13 05:16:15  ws20r false     +1   momo      none      
  2026-08-13 05:16:50  ws20r false     +1   momo      none      
  2026-08-13 07:42:05  ws20r false     -1   momo      sideways  
  2026-08-13 08:30:00  ws30r true      -1   none      momo      
  2026-08-13 09:28:05  ws20r false     -1   momo      sideways  
  2026-08-13 09:30:00  ws20r false     -1   momo      sideways  
  2026-08-13 09:31:05  ws20r false     -1   momo      sideways  
  2026-08-13 10:07:45  ws20r false     +1   momo      none      
  2026-08-13 10:07:55  ws20r false     +1   momo      none      
  2026-08-13 11:00:00  ws20r false     +1   momo      sideways  
  2026-08-13 13:00:00  ws20r false     -1   momo      sideways  
  2026-08-13 14:43:30  ws30r true      +1   curl      momo      
  2026-08-13 15:00:30  ws20r false     +1   momo      none      
  2026-08-13 15:00:45  ws20r false     +1   momo      none      
  2026-08-13 15:00:55  ws20r false     +1   momo      none      
  2026-08-13 15:02:05  ws20r false     +1   momo      none      
  2026-08-13 15:55:10  ws30r true      +1   none      momo      
  2026-08-13 17:00:00  ws30r true      -1   sideways  momo      
  2026-08-13 17:11:30  ws20r false     -1   momo      none      
  2026-08-13 17:13:00  ws20r false     -1   momo      none      
  2026-08-13 17:13:40  ws20r false     -1   momo      none      
  2026-08-13 19:31:30  ws30r true      +1   sideways  momo      
  2026-08-13 19:32:10  ws30r true      +1   sideways  momo      
  2026-08-13 19:34:30  ws30r true      +1   sideways  momo      
  2026-08-13 19:40:00  ws20r false     +1   momo      sideways  
  2026-08-13 20:32:00  ws30r true      +1   sideways  momo      
  2026-08-13 20:37:25  ws30r true      +1   none      momo      
  2026-08-13 23:11:20  ws20r false     -1   momo      none      
  2026-08-13 23:12:30  ws20r false     -1   momo      none      
  2026-08-13 23:13:30  ws30r true      -1   curl      momo      
  2026-08-13 23:14:35  ws20r false     -1   momo      none      
  2026-08-13 23:14:45  ws20r false     -1   momo      none      
  2026-08-13 23:16:15  ws30r true      -1   sideways  momo      
  2026-08-13 23:16:20  ws20r false     -1   momo      none      
  2026-08-13 23:16:40  ws30r true      -1   sideways  momo      
  2026-08-13 23:17:45  ws30r true      -1   sideways  momo      
  2026-08-13 23:18:00  ws30r true      -1   sideways  momo      
  2026-08-13 23:18:35  ws20r false     -1   momo      none      
  2026-08-13 23:34:00  ws20r false     -1   momo      none      
  2026-08-14 01:20:00  ws20r false     +1   momo      sideways  
  2026-08-14 03:30:05  ws30r true      -1   sideways  momo      
  2026-08-14 03:37:00  ws20r false     -1   momo      sideways  
  2026-08-14 03:39:00  ws20r false     -1   momo      sideways  
  2026-08-14 06:25:10  ws20r false     +1   momo      none      
  2026-08-14 08:25:15  ws20r false     -1   momo      none      
  2026-08-14 08:27:05  ws20r false     -1   momo      none      
  2026-08-14 09:31:30  ws30r true      -1   sideways  momo      
  2026-08-14 09:33:10  ws30r true      -1   sideways  momo      
  2026-08-14 09:55:10  ws30r true      -1   sideways  momo      
  2026-08-14 09:55:35  ws30r true      -1   sideways  momo      
  2026-08-14 09:57:00  ws30r true      -1   none      momo      
  2026-08-14 09:57:30  ws30r true      -1   none      momo      
  2026-08-14 09:58:25  ws30r true      -1   none      momo      
  2026-08-14 10:26:20  ws20r false     +1   momo      sideways  
  2026-08-14 10:26:50  ws20r false     +1   momo      sideways  
  2026-08-14 10:28:20  ws20r false     +1   momo      sideways  
  2026-08-14 10:28:40  ws20r false     +1   momo      sideways  
  2026-08-14 10:29:00  ws20r false     +1   momo      sideways  
  2026-08-14 10:37:55  ws20r false     +1   momo      sideways  
  2026-08-14 10:40:00  ws20r false     +1   momo      sideways  
  2026-08-14 11:19:05  ws20r false     -1   momo      sideways  
  2026-08-14 11:34:45  ws20r false     -1   momo      sideways  
  2026-08-14 11:37:00  ws20r false     -1   momo      sideways  
  2026-08-14 12:42:15  ws20r false     -1   momo      sideways  
  2026-08-14 12:42:50  ws20r false     -1   momo      sideways  
  2026-08-14 12:43:00  ws20r false     -1   momo      sideways  
  2026-08-14 12:43:15  ws20r false     -1   momo      sideways  
  2026-08-14 12:43:40  ws20r false     -1   momo      sideways  
  2026-08-14 12:45:15  ws20r false     -1   momo      sideways  
  2026-08-14 12:46:15  ws20r false     -1   momo      sideways  
  2026-08-14 12:46:40  ws20r false     -1   momo      sideways  
  2026-08-14 12:48:15  ws20r false     -1   momo      sideways  
  2026-08-14 12:50:55  ws20r false     -1   momo      sideways  
  2026-08-14 14:20:05  ws20r false     +1   momo      sideways  
  2026-08-14 14:20:50  ws20r false     +1   momo      sideways  
  2026-08-14 14:22:00  ws20r false     +1   momo      sideways  
  2026-08-14 14:22:40  ws20r false     +1   momo      sideways  
  2026-08-14 14:25:00  ws20r false     +1   momo      sideways  
  2026-08-14 14:26:10  ws20r false     +1   momo      sideways  
  2026-08-14 14:28:00  ws20r false     +1   momo      sideways  
  2026-08-14 14:29:25  ws30r true      +1   none      momo      
  2026-08-14 14:31:00  ws20r false     +1   momo      sideways  
  2026-08-14 14:51:00  ws20r false     +1   momo      sideways  
  2026-08-14 14:58:35  ws30r true      +1   sideways  momo      
  2026-08-14 15:18:15  ws30r true      +1   sideways  momo      
  2026-08-14 15:21:30  ws30r true      +1   sideways  momo      
  2026-08-14 15:22:40  ws30r true      +1   sideways  momo      
  2026-08-14 15:27:10  ws30r true      +1   sideways  momo      
  2026-08-14 18:46:40  ws30r true      -1   curl      momo      
  2026-08-14 18:46:50  ws30r true      -1   curl      momo      
  2026-08-14 18:48:00  ws30r true      -1   curl      momo      
  2026-08-14 19:31:00  ws20r false     -1   momo      sideways  
  2026-08-14 19:33:00  ws20r false     -1   momo      sideways  
  2026-08-14 20:04:30  ws30r true      -1   none      momo      
  2026-08-14 21:46:25  ws20r false     +1   momo      none      
  2026-08-14 21:47:10  ws20r false     +1   momo      none      
  2026-08-14 21:48:00  ws20r false     +1   momo      none      
  2026-08-14 22:05:25  ws30r true      +1   sideways  momo      
  2026-08-14 22:06:00  ws30r true      +1   sideways  momo      
  2026-08-14 22:07:25  ws30r true      +1   sideways  momo      
  2026-08-14 22:09:00  ws30r true      +1   sideways  momo      
  2026-08-14 22:29:40  ws30r true      +1   sideways  momo      
  2026-08-14 22:29:50  ws30r true      +1   sideways  momo      
  2026-08-14 22:32:05  ws20r false     -1   momo      none      
  2026-08-14 22:35:05  ws20r false     -1   momo      none      
  2026-08-14 22:39:55  ws20r false     -1   momo      none      
  2026-08-14 23:11:30  ws20r false     -1   momo      none      
  2026-08-14 23:12:20  ws20r false     -1   momo      none      
  2026-08-15 00:41:05  ws20r false     +1   momo      sideways  
  2026-08-15 01:14:00  ws20r false     +1   momo      none      
  2026-08-15 01:14:20  ws20r false     +1   momo      none      
  2026-08-15 01:15:50  ws20r false     +1   momo      none      
  2026-08-15 03:26:25  ws20r false     -1   momo      none      
  2026-08-15 03:35:35  ws20r false     -1   momo      none      
  2026-08-15 03:39:30  ws20r false     -1   momo      sideways  
  2026-08-15 03:40:30  ws20r false     -1   momo      sideways  
  2026-08-15 03:40:40  ws20r false     -1   momo      sideways  
  2026-08-15 04:17:10  ws20r false     -1   momo      none      
  2026-08-15 04:19:10  ws20r false     -1   momo      none      
  2026-08-15 04:30:00  ws30r true      -1   none      momo      
  2026-08-15 04:32:30  ws30r true      -1   curl      momo      
  2026-08-15 04:32:40  ws30r true      -1   curl      momo      
  2026-08-15 04:33:35  ws30r true      -1   curl      momo      
  2026-08-15 04:33:50  ws30r true      -1   curl      momo      
  2026-08-15 05:37:00  ws20r false     -1   momo      none      
  2026-08-15 07:24:55  ws20r false     +1   momo      none      
  2026-08-15 08:00:00  ws30r true      +1   none      momo      
  2026-08-15 08:01:30  ws30r true      +1   none      momo      
  2026-08-15 08:02:15  ws30r true      +1   none      momo      
  2026-08-15 08:08:50  ws30r true      +1   none      momo      
  2026-08-15 08:11:05  ws30r true      +1   none      momo      
  2026-08-15 08:37:05  ws20r false     +1   momo      none      
  2026-08-15 08:48:00  ws30r true      +1   none      momo      
  2026-08-15 08:52:30  ws30r true      +1   none      momo      
  2026-08-15 08:53:55  ws30r true      +1   none      momo      
  2026-08-15 09:34:35  ws30r true      +1   curl      momo      
  2026-08-15 10:14:55  ws30r true      +1   none      momo      
  2026-08-15 10:15:05  ws30r true      +1   none      momo      
  2026-08-15 10:15:50  ws30r true      +1   none      momo      
  2026-08-15 10:48:00  ws20r false     -1   momo      sideways  
  2026-08-15 10:50:15  ws20r false     -1   momo      sideways  
  2026-08-15 10:50:30  ws20r false     -1   momo      sideways  
  2026-08-15 11:22:30  ws30r true      -1   curl      momo      
  2026-08-15 11:22:50  ws30r true      -1   curl      momo      
  2026-08-15 11:23:30  ws30r true      -1   curl      momo      
  2026-08-15 11:25:55  ws30r true      -1   curl      momo      
  2026-08-15 11:27:00  ws30r true      -1   curl      momo      
  2026-08-15 12:01:55  ws30r true      -1   none      momo      
  2026-08-15 13:54:00  ws20r false     +1   momo      none      
  2026-08-15 13:54:40  ws20r false     +1   momo      none      
  2026-08-15 13:56:05  ws20r false     +1   momo      sideways  
  2026-08-15 13:56:20  ws20r false     +1   momo      sideways  
  2026-08-15 13:57:00  ws20r false     +1   momo      sideways  
  2026-08-15 14:31:40  ws30r true      +1   curl      momo      
  2026-08-15 14:31:50  ws30r true      +1   curl      momo      
  2026-08-15 14:32:20  ws30r true      +1   curl      momo      
  2026-08-15 14:32:55  ws30r true      +1   curl      momo      
  2026-08-15 14:33:05  ws30r true      +1   curl      momo      
  2026-08-15 14:33:15  ws30r true      +1   curl      momo      
  2026-08-15 14:33:30  ws30r true      +1   curl      momo      
  2026-08-15 14:34:30  ws30r true      +1   curl      momo      
  2026-08-15 16:03:05  ws30r true      +1   sideways  momo      
  2026-08-15 16:06:00  ws30r true      +1   sideways  momo      
  2026-08-15 16:07:15  ws30r true      +1   sideways  momo      
  2026-08-15 17:34:40  ws20r false     -1   momo      none      
  2026-08-15 17:44:30  ws30r true      -1   curl      momo      
  2026-08-15 17:45:55  ws30r true      -1   curl      momo      
  2026-08-15 18:20:00  ws20r false     -1   momo      sideways  
  2026-08-15 18:20:15  ws20r false     -1   momo      sideways  
  2026-08-15 18:22:15  ws20r false     -1   momo      sideways  
  2026-08-15 18:25:15  ws20r false     -1   momo      sideways  
  2026-08-15 18:28:15  ws20r false     -1   momo      sideways  
  2026-08-15 18:31:15  ws20r false     -1   momo      sideways  
  2026-08-15 18:32:45  ws20r false     -1   momo      sideways  
  2026-08-15 18:33:00  ws20r false     -1   momo      sideways  
  2026-08-15 18:33:15  ws20r false     -1   momo      sideways  
  2026-08-15 18:34:15  ws20r false     -1   momo      sideways  
  2026-08-15 18:52:15  ws20r false     -1   momo      sideways  
  2026-08-15 18:56:00  ws20r false     -1   momo      sideways  
  2026-08-15 19:25:10  ws20r false     -1   momo      sideways  
  2026-08-15 19:26:00  ws20r false     -1   momo      none      
  2026-08-15 19:28:35  ws30r true      -1   sideways  momo      
  2026-08-15 20:52:50  ws30r true      +1   curl      momo      
  2026-08-15 20:56:15  ws30r true      +1   sideways  momo      
  2026-08-15 20:56:25  ws30r true      +1   sideways  momo      
  2026-08-15 21:20:20  ws20r false     +1   momo      sideways  
  2026-08-15 21:21:15  ws20r false     +1   momo      sideways  
  2026-08-15 21:23:20  ws20r false     +1   momo      sideways  
  2026-08-15 21:24:15  ws20r false     +1   momo      sideways  
  2026-08-15 21:24:50  ws20r false     +1   momo      sideways  
  2026-08-15 21:26:20  ws20r false     +1   momo      sideways  
  2026-08-15 21:27:15  ws20r false     +1   momo      sideways  
  2026-08-15 21:27:50  ws20r false     +1   momo      sideways  
  2026-08-15 21:30:05  ws20r false     +1   momo      sideways  
  2026-08-15 21:52:30  ws30r true      +1   none      momo      
  2026-08-15 21:57:35  ws30r true      +1   sideways  momo      
  2026-08-15 21:58:35  ws30r true      +1   sideways  momo      
  2026-08-15 22:00:10  ws30r true      +1   sideways  momo      
  2026-08-15 22:00:50  ws30r true      +1   sideways  momo      
  2026-08-15 22:01:30  ws30r true      +1   sideways  momo      
  2026-08-15 23:17:55  ws30r true      +1   none      momo      
  2026-08-15 23:19:10  ws30r true      +1   none      momo      
  2026-08-16 01:00:00  ws30r true      -1   none      momo      
  2026-08-16 01:20:00  ws20r false     -1   momo      sideways  
  2026-08-16 01:22:00  ws20r false     -1   momo      sideways  
  2026-08-16 01:22:10  ws20r false     -1   momo      sideways  
  2026-08-16 01:25:00  ws20r false     -1   momo      none      
  2026-08-16 01:28:00  ws20r false     -1   momo      none      
  2026-08-16 01:31:00  ws20r false     -1   momo      none      
  2026-08-16 02:38:30  ws30r true      -1   sideways  momo      
  2026-08-16 02:39:00  ws30r true      -1   sideways  momo      
  2026-08-16 02:43:30  ws30r true      -1   sideways  momo      
  2026-08-16 02:49:40  ws30r true      -1   sideways  momo      
  2026-08-16 02:49:55  ws30r true      -1   sideways  momo      
  2026-08-16 02:50:45  ws30r true      -1   sideways  momo      
  2026-08-16 03:20:00  ws20r false     +1   momo      sideways  
  2026-08-16 03:20:20  ws20r false     +1   momo      sideways  
  2026-08-16 03:20:30  ws20r false     +1   momo      sideways  
  2026-08-16 03:22:05  ws20r false     +1   momo      none      
  2026-08-16 05:45:00  ws20r false     -1   momo      none      
  2026-08-16 08:30:00  ws30r true      +1   none      momo      
  2026-08-16 09:13:50  ws30r true      +1   none      momo      
  2026-08-16 09:14:45  ws30r true      +1   none      momo      
  2026-08-16 09:17:20  ws20r false     +1   momo      none      
  2026-08-16 09:58:30  ws20r false     -1   momo      none      
  2026-08-16 10:02:30  ws20r false     -1   momo      sideways  
  2026-08-16 11:25:30  ws30r true      -1   sideways  momo      
  2026-08-16 11:27:00  ws30r true      -1   sideways  momo      
  2026-08-16 11:27:30  ws30r true      -1   sideways  momo      
  2026-08-16 11:27:55  ws30r true      -1   sideways  momo      
  2026-08-16 11:28:05  ws30r true      -1   sideways  momo      
  2026-08-16 11:29:20  ws30r true      -1   sideways  momo      
  2026-08-16 11:29:35  ws30r true      -1   sideways  momo      
  2026-08-16 11:34:00  ws20r false     -1   momo      sideways  
  2026-08-16 11:35:35  ws20r false     -1   momo      sideways  
  2026-08-16 11:37:00  ws20r false     -1   momo      sideways  
  2026-08-16 11:39:00  ws30r true      -1   sideways  momo      
  2026-08-16 11:42:50  ws30r true      -1   sideways  momo      
  2026-08-16 12:00:10  ws20r false     +1   momo      none      
  2026-08-16 12:37:00  ws20r false     +1   momo      sideways  
  2026-08-16 12:46:20  ws20r false     +1   momo      sideways  
  2026-08-16 12:46:45  ws20r false     +1   momo      sideways  
  2026-08-16 12:50:05  ws20r false     +1   momo      sideways  
  2026-08-16 12:50:25  ws20r false     +1   momo      sideways  
  2026-08-16 12:53:00  ws20r false     +1   momo      sideways  
  2026-08-16 13:06:10  ws20r false     +1   momo      sideways  
  2026-08-16 13:08:15  ws20r false     +1   momo      sideways  
  2026-08-16 13:11:15  ws20r false     +1   momo      sideways  
  2026-08-16 13:14:15  ws20r false     +1   momo      sideways  
  2026-08-16 13:17:15  ws20r false     +1   momo      sideways  
  2026-08-16 13:40:15  ws20r false     +1   momo      sideways  
  2026-08-16 14:54:00  ws20r false     -1   momo      none      
  2026-08-16 14:54:40  ws20r false     -1   momo      none      
  2026-08-16 16:06:55  ws20r false     +1   momo      sideways  
  2026-08-16 17:17:00  ws20r false     +1   momo      sideways  
  2026-08-16 17:18:45  ws20r false     +1   momo      sideways  
  2026-08-16 19:00:00  ws30r true      -1   none      momo      
  2026-08-16 19:29:40  ws20r false     -1   momo      none      
  2026-08-16 19:30:00  ws30r true      -1   none      momo      
  2026-08-16 19:39:00  ws30r true      -1   none      momo      
  2026-08-16 19:39:10  ws30r true      -1   none      momo      
  2026-08-16 19:39:20  ws30r true      -1   none      momo      
  2026-08-16 19:39:45  ws30r true      -1   none      momo      
  2026-08-16 19:40:20  ws30r true      -1   none      momo      
  2026-08-16 19:40:30  ws30r true      -1   none      momo      
  2026-08-16 20:07:20  ws20r false     +1   momo      sideways  
  2026-08-16 20:07:35  ws20r false     +1   momo      sideways  
  2026-08-16 20:07:50  ws20r false     +1   momo      sideways  
  2026-08-16 20:11:10  ws20r false     +1   momo      sideways  
  2026-08-16 20:41:50  ws30r true      -1   curl      momo      
  2026-08-16 20:42:15  ws30r true      -1   curl      momo      
  2026-08-16 20:42:40  ws30r true      -1   curl      momo      
  2026-08-16 20:43:15  ws30r true      -1   curl      momo      
  2026-08-16 20:43:30  ws30r true      -1   curl      momo      
  2026-08-16 21:50:25  ws30r true      -1   sideways  momo      
  2026-08-16 21:50:50  ws30r true      -1   sideways  momo      
  2026-08-16 22:22:00  ws20r false     -1   momo      none      
  2026-08-16 22:22:15  ws20r false     -1   momo      none      
  2026-08-16 23:28:00  ws20r false     +1   momo      none      
  2026-08-16 23:32:00  ws20r false     +1   momo      none      
  2026-08-16 23:32:55  ws20r false     +1   momo      none      
  2026-08-16 23:33:55  ws20r false     +1   momo      none      
  2026-08-16 23:34:55  ws20r false     +1   momo      none      
  2026-08-17 01:00:00  ws30r true      +1   none      momo      
  2026-08-17 01:28:15  ws20r false     +1   momo      sideways  
  2026-08-17 01:29:10  ws20r false     +1   momo      sideways  
  2026-08-17 01:31:00  ws20r false     +1   momo      none      
  2026-08-17 02:31:30  ws30r true      +1   sideways  momo      
  2026-08-17 02:32:20  ws30r true      +1   sideways  momo      
  2026-08-17 02:34:30  ws30r true      +1   sideways  momo      
  2026-08-17 02:52:30  ws30r true      +1   sideways  momo      
  2026-08-17 03:04:30  ws30r true      +1   sideways  momo      
  2026-08-17 03:31:30  ws30r true      +1   sideways  momo      
  2026-08-17 03:34:30  ws30r true      +1   sideways  momo      
  2026-08-17 04:17:05  ws20r false     -1   momo      none      
  2026-08-17 05:00:00  ws30r true      -1   none      momo      
  2026-08-17 05:06:45  ws20r false     -1   momo      sideways  
  2026-08-17 05:08:35  ws20r false     -1   momo      sideways  
  2026-08-17 05:14:25  ws20r false     -1   momo      sideways  
  2026-08-17 05:16:10  ws20r false     -1   momo      sideways  
  2026-08-17 05:17:00  ws20r false     -1   momo      sideways  
  2026-08-17 07:51:45  ws20r false     +1   momo      sideways  
  2026-08-17 07:51:55  ws20r false     +1   momo      sideways  
  2026-08-17 07:54:00  ws20r false     +1   momo      sideways  
  2026-08-17 07:55:50  ws20r false     +1   momo      sideways  
  2026-08-17 09:02:15  ws20r false     -1   momo      sideways  
  2026-08-17 09:02:25  ws20r false     -1   momo      sideways  
  2026-08-17 10:20:20  ws20r false     -1   momo      sideways  
  2026-08-17 10:27:00  ws30r true      -1   sideways  momo      
  2026-08-17 11:12:20  ws20r false     +1   momo      none      
  2026-08-17 11:14:35  ws20r false     +1   momo      none      
  2026-08-17 11:15:00  ws20r false     +1   momo      none      
  2026-08-17 12:19:20  ws20r false     +1   momo      sideways  
  2026-08-17 12:20:00  ws20r false     +1   momo      sideways  
  2026-08-17 12:37:20  ws20r false     +1   momo      sideways  
  2026-08-17 12:37:35  ws20r false     +1   momo      sideways  
  2026-08-17 12:37:45  ws20r false     +1   momo      sideways  
  2026-08-17 12:39:00  ws20r false     +1   momo      sideways  
  2026-08-17 12:40:00  ws20r false     +1   momo      sideways  
  2026-08-17 13:12:05  ws20r false     -1   momo      none      
  2026-08-17 13:12:50  ws20r false     -1   momo      none      
  2026-08-17 13:39:00  ws20r false     -1   momo      none      
  2026-08-17 13:39:20  ws20r false     -1   momo      none      
  2026-08-17 14:04:30  ws30r true      +1   curl      momo      
  2026-08-17 14:07:20  ws30r true      +1   curl      momo      
  2026-08-17 14:17:45  ws30r true      +1   none      momo      
  2026-08-17 14:19:40  ws30r true      +1   none      momo      
  2026-08-17 14:30:00  ws30r true      +1   none      momo      
  2026-08-17 14:31:45  ws30r true      +1   none      momo      
  2026-08-17 14:32:00  ws30r true      +1   none      momo      
  2026-08-17 14:33:15  ws30r true      +1   none      momo      
  2026-08-17 14:33:45  ws30r true      +1   none      momo      
  2026-08-17 15:09:00  ws30r true      +1   curl      momo      
  2026-08-17 15:09:20  ws30r true      +1   curl      momo      
  2026-08-17 15:13:30  ws30r true      +1   curl      momo      
  2026-08-17 15:18:00  ws30r true      +1   curl      momo      
  2026-08-17 15:22:30  ws30r true      +1   curl      momo      
  2026-08-17 15:27:00  ws30r true      +1   curl      momo      
  2026-08-17 15:34:10  ws30r true      +1   sideways  momo      
  2026-08-17 15:36:00  ws30r true      +1   sideways  momo      
  2026-08-17 15:36:30  ws30r true      +1   sideways  momo      
  2026-08-17 15:38:00  ws30r true      +1   sideways  momo      
  2026-08-17 15:38:20  ws30r true      +1   sideways  momo      
  2026-08-17 15:41:00  ws30r true      +1   sideways  momo      
  2026-08-17 15:41:30  ws30r true      +1   sideways  momo      
  2026-08-17 15:42:20  ws30r true      +1   sideways  momo      
  2026-08-17 15:46:00  ws20r false     +1   momo      none      
  2026-08-17 15:47:25  ws20r false     +1   momo      none      
  2026-08-17 15:47:40  ws20r false     +1   momo      none      
  2026-08-17 15:48:00  ws20r false     +1   momo      none      
  2026-08-17 15:58:55  ws30r true      +1   none      momo      
  2026-08-17 15:59:35  ws30r true      +1   none      momo      
  2026-08-17 16:00:00  ws30r true      +1   none      momo      
  2026-08-17 16:03:25  ws30r true      +1   sideways  momo      
  2026-08-17 16:04:05  ws30r true      +1   sideways  momo      
  2026-08-17 16:04:30  ws30r true      +1   sideways  momo      
  2026-08-17 16:18:00  ws30r true      +1   sideways  momo      
  2026-08-17 16:34:30  ws30r true      +1   curl      momo      
  2026-08-17 17:45:00  ws20r false     -1   momo      sideways  
  2026-08-17 17:45:45  ws20r false     -1   momo      sideways  
  2026-08-17 18:05:20  ws30r true      -1   sideways  momo      
  2026-08-17 18:05:40  ws30r true      -1   sideways  momo      
  2026-08-17 18:09:00  ws30r true      -1   sideways  momo      
  2026-08-17 18:21:40  ws20r false     -1   momo      none      
  2026-08-17 20:22:20  ws20r false     +1   momo      none      
  2026-08-17 20:22:35  ws20r false     +1   momo      none      
  2026-08-17 21:09:05  ws30r true      +1   curl      momo      
  2026-08-17 23:00:00  ws30r true      -1   none      momo      
  2026-08-17 23:24:05  ws30r true      -1   none      momo      
  2026-08-17 23:30:05  ws30r true      -1   none      momo      
  2026-08-17 23:34:25  ws20r false     -1   momo      none      
  2026-08-17 23:35:05  ws30r true      -1   none      momo      
  2026-08-17 23:37:05  ws20r false     -1   momo      none      
  2026-08-17 23:41:45  ws30r true      -1   none      momo      
  2026-08-17 23:41:55  ws30r true      -1   none      momo      
  2026-08-17 23:42:30  ws30r true      -1   none      momo      
  2026-08-17 23:43:00  ws30r true      -1   none      momo      
  2026-08-17 23:43:45  ws30r true      -1   none      momo      
  2026-08-18 01:36:20  ws20r false     +1   momo      sideways  
  2026-08-18 01:36:45  ws20r false     +1   momo      sideways  
  2026-08-18 01:37:10  ws20r false     +1   momo      none      
  2026-08-18 03:37:00  ws20r false     -1   momo      sideways  
  2026-08-18 05:39:45  ws30r true      +1   none      momo      
  2026-08-18 06:00:00  ws20r false     +1   momo      sideways  
  2026-08-18 06:00:10  ws20r false     +1   momo      sideways  
  2026-08-18 06:00:45  ws20r false     +1   momo      sideways  
  2026-08-18 06:02:00  ws20r false     +1   momo      sideways  
  2026-08-18 06:05:00  ws20r false     +1   momo      sideways  
  2026-08-18 06:08:00  ws20r false     +1   momo      sideways  
  2026-08-18 06:11:20  ws20r false     +1   momo      sideways  
  2026-08-18 06:14:20  ws20r false     +1   momo      sideways  
  2026-08-18 06:17:20  ws20r false     +1   momo      sideways  
  2026-08-18 06:17:55  ws20r false     +1   momo      sideways  
  2026-08-18 06:20:20  ws20r false     +1   momo      sideways  
  2026-08-18 06:39:35  ws20r false     +1   momo      sideways  
  2026-08-18 07:55:05  ws30r true      +1   sideways  momo      
  2026-08-18 08:54:00  ws20r false     -1   momo      sideways  
  2026-08-18 08:54:50  ws20r false     -1   momo      sideways  
  2026-08-18 08:57:00  ws20r false     -1   momo      sideways  
  2026-08-18 10:37:10  ws30r true      -1   sideways  momo      
  2026-08-18 10:38:30  ws30r true      -1   sideways  momo      
  2026-08-18 10:39:25  ws30r true      -1   sideways  momo      
  2026-08-18 10:52:45  ws30r true      -1   sideways  momo      
  2026-08-18 10:52:55  ws30r true      -1   sideways  momo      
  2026-08-18 10:54:15  ws30r true      -1   sideways  momo      
  2026-08-18 11:03:40  ws30r true      -1   sideways  momo      
  2026-08-18 11:08:30  ws30r true      -1   sideways  momo      
  2026-08-18 11:08:50  ws30r true      -1   sideways  momo      
  2026-08-18 11:14:15  ws30r true      -1   sideways  momo      
  2026-08-18 13:08:30  ws30r true      -1   sideways  momo      
