2026-09-03 04:08:53  DatabaseManager             INFO      MySQL connected
2026-09-03 04:08:53  DatabaseManager             INFO      MySQL disconnected
  K_WINDOW 3   MOMO_SLOPE_MIN 1.2   MOMO_R2_MIN 0.5   LEVEL_SLACK 13.9
  ws20r false-flip fires on: sideways or none
  span 2026-08-03 00:00:00 -> 2026-08-19 00:00:00   276,481 bars

  CHECK, the 08-04 run that started this: ws20r dr -1, banked extrema 07:00:10
    momentum-false bars 06:30 to 07:40 under the combined setting: 06:31:00 -> sideways, 06:31:35 -> sideways, 06:31:45 -> sideways, 06:33:45 -> sideways, 06:34:00 -> sideways

  ws30r flips to true  at dr +1 : 324
  ws30r flips to true  at dr -1 : 288
  ws20r flips to false at dr +1 : 337
  ws20r flips to false at dr -1 : 385
  rows: 1,334

  utc                  event           dr   from      to        
  2026-08-07 05:57:00  ws20r false     +1   momo      sideways  
  2026-08-07 05:58:25  ws20r false     +1   momo      sideways  
  2026-08-07 05:59:00  ws20r false     +1   momo      sideways  
  2026-08-07 06:43:30  ws30r true      +1   curl      momo      
  2026-08-07 06:45:00  ws20r false     +1   momo      none      
  2026-08-07 06:46:15  ws20r false     +1   momo      none      
  2026-08-07 06:46:30  ws20r false     +1   momo      none      
  2026-08-07 07:52:30  ws30r true      +1   sideways  momo      
  2026-08-07 09:00:00  ws20r false     -1   momo      sideways  
  2026-08-07 09:47:50  ws20r false     +1   momo      sideways  
  2026-08-07 09:49:50  ws20r false     +1   momo      sideways  
  2026-08-07 09:51:00  ws20r false     +1   momo      sideways  
  2026-08-07 09:52:50  ws20r false     +1   momo      sideways  
  2026-08-07 10:06:20  ws20r false     +1   momo      sideways  
  2026-08-07 10:06:30  ws20r false     +1   momo      sideways  
  2026-08-07 10:09:55  ws20r false     +1   momo      sideways  
  2026-08-07 10:12:55  ws20r false     +1   momo      sideways  
  2026-08-07 10:15:35  ws20r false     +1   momo      sideways  
  2026-08-07 10:15:55  ws20r false     +1   momo      sideways  
  2026-08-07 12:17:00  ws20r false     -1   momo      none      
  2026-08-07 13:18:00  ws30r true      -1   curl      momo      
  2026-08-07 13:23:00  ws30r true      -1   none      momo      
  2026-08-07 13:33:25  ws30r true      -1   none      momo      
  2026-08-07 13:35:15  ws30r true      -1   none      momo      
  2026-08-07 13:35:30  ws30r true      -1   none      momo      
  2026-08-07 13:36:25  ws30r true      -1   none      momo      
  2026-08-07 13:37:35  ws30r true      -1   none      momo      
  2026-08-07 14:40:30  ws20r false     -1   momo      sideways  
  2026-08-07 14:40:45  ws20r false     -1   momo      sideways  
  2026-08-07 14:41:40  ws20r false     -1   momo      sideways  
  2026-08-07 14:41:55  ws20r false     -1   momo      sideways  
  2026-08-07 14:42:30  ws20r false     -1   momo      sideways  
  2026-08-07 14:43:30  ws20r false     -1   momo      sideways  
  2026-08-07 14:46:25  ws20r false     -1   momo      sideways  
  2026-08-07 14:47:40  ws20r false     -1   momo      sideways  
  2026-08-07 14:49:35  ws20r false     -1   momo      sideways  
  2026-08-07 14:49:45  ws20r false     -1   momo      sideways  
  2026-08-07 14:50:40  ws20r false     -1   momo      sideways  
  2026-08-07 14:52:30  ws20r false     -1   momo      sideways  
  2026-08-07 14:53:10  ws20r false     -1   momo      sideways  
  2026-08-07 14:55:05  ws20r false     -1   momo      sideways  
  2026-08-07 15:04:30  ws30r true      -1   sideways  momo      
  2026-08-07 15:07:55  ws30r true      -1   sideways  momo      
  2026-08-07 15:08:05  ws30r true      -1   sideways  momo      
  2026-08-07 15:08:30  ws30r true      -1   sideways  momo      
  2026-08-07 15:27:00  ws30r true      -1   sideways  momo      
  2026-08-07 17:20:00  ws20r false     +1   momo      sideways  
  2026-08-07 18:22:00  ws30r true      +1   curl      momo      
  2026-08-07 18:22:15  ws30r true      +1   curl      momo      
  2026-08-07 19:12:50  ws30r true      +1   sideways  momo      
  2026-08-07 19:17:25  ws30r true      +1   sideways  momo      
  2026-08-07 19:23:20  ws30r true      +1   sideways  momo      
  2026-08-07 19:42:55  ws20r false     +1   momo      none      
  2026-08-07 19:45:05  ws20r false     +1   momo      none      
  2026-08-07 19:46:10  ws20r false     +1   momo      none      
  2026-08-07 19:46:40  ws20r false     +1   momo      none      
  2026-08-07 20:20:20  ws20r false     -1   momo      none      
  2026-08-07 20:21:30  ws20r false     -1   momo      none      
  2026-08-07 20:21:40  ws20r false     -1   momo      none      
  2026-08-07 20:35:05  ws30r true      -1   none      momo      
  2026-08-07 20:35:45  ws30r true      -1   none      momo      
  2026-08-07 20:38:55  ws30r true      -1   none      momo      
  2026-08-07 20:57:00  ws20r false     -1   momo      none      
  2026-08-07 22:06:30  ws20r false     -1   momo      sideways  
  2026-08-07 22:08:00  ws20r false     -1   momo      none      
  2026-08-07 23:06:10  ws30r true      -1   none      momo      
  2026-08-08 00:00:00  ws30r true      +1   none      momo      
  2026-08-08 00:30:05  ws20r false     +1   momo      none      
  2026-08-08 00:30:35  ws20r false     +1   momo      none      
  2026-08-08 00:30:50  ws20r false     +1   momo      none      
  2026-08-08 00:31:00  ws20r false     +1   momo      none      
  2026-08-08 02:34:10  ws30r true      +1   sideways  momo      
  2026-08-08 02:39:00  ws30r true      +1   sideways  momo      
  2026-08-08 02:43:10  ws30r true      +1   sideways  momo      
  2026-08-08 02:47:40  ws30r true      +1   sideways  momo      
  2026-08-08 02:47:50  ws30r true      +1   sideways  momo      
  2026-08-08 02:48:00  ws30r true      +1   sideways  momo      
  2026-08-08 02:53:00  ws30r true      +1   sideways  momo      
  2026-08-08 05:26:55  ws20r false     -1   momo      sideways  
  2026-08-08 05:28:00  ws20r false     -1   momo      sideways  
  2026-08-08 05:30:00  ws30r true      -1   none      momo      
  2026-08-08 05:31:05  ws20r false     -1   momo      sideways  
  2026-08-08 05:34:00  ws20r false     -1   momo      sideways  
  2026-08-08 05:35:45  ws30r true      -1   none      momo      
  2026-08-08 05:37:00  ws20r false     -1   momo      sideways  
  2026-08-08 05:38:35  ws20r false     -1   momo      sideways  
  2026-08-08 05:38:45  ws20r false     -1   momo      sideways  
  2026-08-08 05:39:25  ws20r false     -1   momo      sideways  
  2026-08-08 05:39:50  ws20r false     -1   momo      sideways  
  2026-08-08 05:44:00  ws30r true      -1   none      momo      
  2026-08-08 05:54:00  ws30r true      -1   none      momo      
  2026-08-08 06:00:00  ws30r true      -1   none      momo      
  2026-08-08 06:05:35  ws30r true      -1   none      momo      
  2026-08-08 06:05:55  ws30r true      -1   none      momo      
  2026-08-08 06:07:35  ws30r true      -1   none      momo      
  2026-08-08 06:08:00  ws20r false     -1   momo      sideways  
  2026-08-08 06:10:20  ws20r false     -1   momo      none      
  2026-08-08 06:13:55  ws30r true      -1   none      momo      
  2026-08-08 07:09:00  ws30r true      -1   curl      momo      
  2026-08-08 07:11:00  ws30r true      -1   curl      momo      
  2026-08-08 07:11:45  ws30r true      -1   curl      momo      
  2026-08-08 07:12:20  ws30r true      -1   curl      momo      
  2026-08-08 07:55:35  ws30r true      -1   none      momo      
  2026-08-08 08:17:50  ws20r false     +1   momo      none      
  2026-08-08 08:18:05  ws20r false     +1   momo      none      
  2026-08-08 08:18:20  ws20r false     +1   momo      none      
  2026-08-08 09:31:10  ws20r false     -1   momo      sideways  
  2026-08-08 09:33:10  ws20r false     -1   momo      sideways  
  2026-08-08 09:34:10  ws20r false     -1   momo      sideways  
  2026-08-08 09:35:50  ws20r false     -1   momo      sideways  
  2026-08-08 09:40:30  ws20r false     -1   momo      sideways  
  2026-08-08 09:40:45  ws20r false     -1   momo      sideways  
  2026-08-08 09:41:00  ws20r false     -1   momo      sideways  
  2026-08-08 09:41:55  ws20r false     -1   momo      sideways  
  2026-08-08 10:03:55  ws20r false     -1   momo      sideways  
  2026-08-08 10:04:20  ws20r false     -1   momo      sideways  
  2026-08-08 10:04:45  ws20r false     -1   momo      none      
  2026-08-08 10:05:20  ws20r false     -1   momo      none      
  2026-08-08 10:05:35  ws20r false     -1   momo      none      
  2026-08-08 10:05:45  ws20r false     -1   momo      none      
  2026-08-08 10:06:15  ws20r false     -1   momo      none      
  2026-08-08 10:48:20  ws30r true      +1   sideways  momo      
  2026-08-08 10:51:00  ws30r true      +1   sideways  momo      
  2026-08-08 10:52:30  ws30r true      +1   sideways  momo      
  2026-08-08 10:52:45  ws30r true      +1   sideways  momo      
  2026-08-08 10:53:20  ws30r true      +1   none      momo      
  2026-08-08 10:54:15  ws30r true      +1   none      momo      
  2026-08-08 11:24:20  ws30r true      +1   sideways  momo      
  2026-08-08 11:24:30  ws30r true      +1   sideways  momo      
  2026-08-08 11:53:45  ws20r false     +1   momo      none      
  2026-08-08 13:12:30  ws20r false     -1   momo      sideways  
  2026-08-08 13:13:00  ws20r false     -1   momo      sideways  
  2026-08-08 13:14:00  ws20r false     -1   momo      sideways  
  2026-08-08 13:17:05  ws20r false     -1   momo      sideways  
  2026-08-08 13:18:15  ws20r false     -1   momo      sideways  
  2026-08-08 13:27:15  ws30r true      -1   sideways  momo      
  2026-08-08 13:27:40  ws30r true      -1   sideways  momo      
  2026-08-08 13:27:55  ws30r true      -1   sideways  momo      
  2026-08-08 13:30:20  ws30r true      -1   sideways  momo      
  2026-08-08 13:34:50  ws30r true      -1   curl      momo      
  2026-08-08 13:37:40  ws30r true      -1   sideways  momo      
  2026-08-08 13:37:50  ws30r true      -1   sideways  momo      
  2026-08-08 13:39:00  ws30r true      -1   sideways  momo      
  2026-08-08 13:42:45  ws30r true      -1   sideways  momo      
  2026-08-08 13:43:30  ws30r true      -1   sideways  momo      
  2026-08-08 13:46:00  ws20r false     -1   momo      none      
  2026-08-08 13:48:00  ws20r false     -1   momo      none      
  2026-08-08 14:32:00  ws30r true      -1   sideways  momo      
  2026-08-08 14:32:45  ws30r true      -1   sideways  momo      
  2026-08-08 14:40:55  ws30r true      -1   sideways  momo      
  2026-08-08 14:45:25  ws30r true      -1   sideways  momo      
  2026-08-08 15:51:10  ws20r false     +1   momo      none      
  2026-08-08 15:51:35  ws20r false     +1   momo      none      
  2026-08-08 15:52:55  ws20r false     +1   momo      none      
  2026-08-08 15:55:50  ws30r true      +1   curl      momo      
  2026-08-08 15:56:15  ws30r true      +1   curl      momo      
  2026-08-08 15:57:00  ws30r true      +1   curl      momo      
  2026-08-08 16:46:35  ws30r true      +1   none      momo      
  2026-08-08 17:09:15  ws20r false     -1   momo      sideways  
  2026-08-08 17:10:40  ws20r false     -1   momo      sideways  
  2026-08-08 17:10:50  ws20r false     -1   momo      sideways  
  2026-08-08 17:11:15  ws20r false     -1   momo      sideways  
  2026-08-08 17:12:15  ws20r false     -1   momo      sideways  
  2026-08-08 17:13:10  ws20r false     -1   momo      sideways  
  2026-08-08 17:14:30  ws20r false     -1   momo      sideways  
  2026-08-08 17:14:50  ws20r false     -1   momo      sideways  
  2026-08-08 17:15:15  ws20r false     -1   momo      sideways  
  2026-08-08 17:15:55  ws20r false     -1   momo      sideways  
  2026-08-08 17:16:10  ws20r false     -1   momo      sideways  
  2026-08-08 17:16:40  ws20r false     -1   momo      sideways  
  2026-08-08 17:17:50  ws20r false     -1   momo      sideways  
  2026-08-08 17:18:30  ws20r false     -1   momo      sideways  
  2026-08-08 17:19:10  ws20r false     -1   momo      sideways  
  2026-08-08 17:19:40  ws20r false     -1   momo      sideways  
  2026-08-08 17:40:00  ws20r false     -1   momo      sideways  
  2026-08-08 17:40:50  ws20r false     -1   momo      sideways  
  2026-08-08 17:41:50  ws20r false     -1   momo      sideways  
  2026-08-08 18:30:35  ws30r true      -1   curl      momo      
  2026-08-08 18:32:35  ws30r true      -1   curl      momo      
  2026-08-08 18:33:20  ws30r true      -1   curl      momo      
  2026-08-08 18:33:35  ws30r true      -1   curl      momo      
  2026-08-08 18:33:50  ws30r true      -1   curl      momo      
  2026-08-08 18:34:30  ws30r true      -1   curl      momo      
  2026-08-08 18:35:05  ws20r false     -1   momo      sideways  
  2026-08-08 18:35:55  ws20r false     -1   momo      sideways  
  2026-08-08 18:37:10  ws20r false     -1   momo      sideways  
  2026-08-08 18:38:05  ws20r false     -1   momo      sideways  
  2026-08-08 18:39:00  ws20r false     -1   momo      sideways  
  2026-08-08 18:40:05  ws20r false     -1   momo      sideways  
  2026-08-08 21:17:40  ws20r false     +1   momo      sideways  
  2026-08-08 21:19:15  ws20r false     +1   momo      none      
  2026-08-08 21:20:10  ws20r false     +1   momo      none      
  2026-08-08 22:07:50  ws20r false     -1   momo      sideways  
  2026-08-08 22:11:00  ws20r false     -1   momo      sideways  
  2026-08-08 22:20:30  ws20r false     -1   momo      sideways  
  2026-08-08 22:21:35  ws20r false     -1   momo      sideways  
  2026-08-08 22:25:00  ws20r false     -1   momo      sideways  
  2026-08-08 23:48:00  ws20r false     -1   momo      none      
  2026-08-09 00:31:30  ws30r true      -1   sideways  momo      
  2026-08-09 01:45:00  ws20r false     +1   momo      none      
  2026-08-09 01:45:45  ws20r false     +1   momo      none      
  2026-08-09 01:47:05  ws20r false     +1   momo      none      
  2026-08-09 02:30:00  ws30r true      +1   none      momo      
  2026-08-09 02:43:10  ws20r false     +1   momo      sideways  
  2026-08-09 02:44:30  ws20r false     +1   momo      sideways  
  2026-08-09 02:45:20  ws20r false     +1   momo      sideways  
  2026-08-09 02:46:05  ws20r false     +1   momo      sideways  
  2026-08-09 02:49:10  ws20r false     +1   momo      sideways  
  2026-08-09 02:49:20  ws20r false     +1   momo      sideways  
  2026-08-09 02:52:10  ws20r false     +1   momo      none      
  2026-08-09 02:52:30  ws20r false     +1   momo      none      
  2026-08-09 02:55:05  ws20r false     +1   momo      none      
  2026-08-09 02:55:30  ws20r false     +1   momo      none      
  2026-08-09 02:58:05  ws20r false     +1   momo      none      
  2026-08-09 03:56:25  ws30r true      +1   sideways  momo      
  2026-08-09 04:11:35  ws30r true      +1   sideways  momo      
  2026-08-09 04:15:40  ws30r true      +1   sideways  momo      
  2026-08-09 04:16:00  ws30r true      +1   sideways  momo      
  2026-08-09 05:37:35  ws20r false     -1   momo      none      
  2026-08-09 05:40:35  ws20r false     -1   momo      none      
  2026-08-09 05:46:00  ws30r true      -1   curl      momo      
  2026-08-09 05:46:30  ws30r true      -1   curl      momo      
  2026-08-09 06:32:30  ws30r true      -1   none      momo      
  2026-08-09 06:32:50  ws30r true      -1   none      momo      
  2026-08-09 07:42:00  ws20r false     +1   momo      sideways  
  2026-08-09 08:22:10  ws20r false     +1   momo      sideways  
  2026-08-09 08:52:30  ws30r true      +1   sideways  momo      
  2026-08-09 08:54:10  ws30r true      +1   sideways  momo      
  2026-08-09 09:29:35  ws20r false     -1   momo      none      
  2026-08-09 09:31:00  ws20r false     -1   momo      none      
  2026-08-09 09:32:00  ws20r false     -1   momo      none      
  2026-08-09 09:33:55  ws20r false     -1   momo      none      
  2026-08-09 09:36:40  ws20r false     -1   momo      none      
  2026-08-09 09:38:00  ws20r false     -1   momo      none      
  2026-08-09 09:40:00  ws20r false     -1   momo      none      
  2026-08-09 10:12:00  ws30r true      -1   none      momo      
  2026-08-09 10:13:30  ws30r true      -1   none      momo      
  2026-08-09 10:16:30  ws30r true      -1   none      momo      
  2026-08-09 10:54:20  ws20r false     -1   momo      sideways  
  2026-08-09 10:57:00  ws20r false     -1   momo      sideways  
  2026-08-09 11:02:15  ws20r false     -1   momo      sideways  
  2026-08-09 11:31:45  ws20r false     -1   momo      sideways  
  2026-08-09 11:32:10  ws20r false     -1   momo      none      
  2026-08-09 12:16:15  ws20r false     +1   momo      none      
  2026-08-09 12:19:15  ws20r false     +1   momo      none      
  2026-08-09 13:21:00  ws30r true      +1   none      momo      
  2026-08-09 13:21:10  ws30r true      +1   none      momo      
  2026-08-09 13:24:20  ws30r true      +1   none      momo      
  2026-08-09 13:24:40  ws30r true      +1   none      momo      
  2026-08-09 13:25:15  ws30r true      +1   none      momo      
  2026-08-09 14:11:00  ws20r false     +1   momo      none      
  2026-08-09 16:53:25  ws20r false     -1   momo      none      
  2026-08-09 16:54:05  ws20r false     -1   momo      none      
  2026-08-09 16:54:50  ws20r false     -1   momo      none      
  2026-08-09 17:14:20  ws20r false     -1   momo      none      
  2026-08-09 17:17:00  ws20r false     -1   momo      none      
  2026-08-09 17:25:00  ws20r false     -1   momo      sideways  
  2026-08-09 17:28:00  ws20r false     -1   momo      sideways  
  2026-08-09 17:30:00  ws30r true      -1   none      momo      
  2026-08-09 17:31:00  ws20r false     -1   momo      sideways  
  2026-08-09 17:34:20  ws20r false     -1   momo      sideways  
  2026-08-09 17:37:00  ws20r false     -1   momo      sideways  
  2026-08-09 17:38:15  ws20r false     -1   momo      sideways  
  2026-08-09 17:48:15  ws30r true      -1   none      momo      
  2026-08-09 17:48:40  ws30r true      -1   none      momo      
  2026-08-09 17:49:25  ws30r true      -1   none      momo      
  2026-08-09 17:52:10  ws30r true      -1   none      momo      
  2026-08-09 17:55:00  ws30r true      -1   sideways  momo      
  2026-08-09 18:06:50  ws30r true      -1   sideways  momo      
  2026-08-09 18:07:10  ws30r true      -1   sideways  momo      
  2026-08-09 18:07:25  ws30r true      -1   sideways  momo      
  2026-08-09 18:09:00  ws30r true      -1   sideways  momo      
  2026-08-09 18:34:00  ws20r false     -1   momo      none      
  2026-08-09 18:34:50  ws20r false     -1   momo      none      
  2026-08-09 18:35:35  ws20r false     -1   momo      none      
  2026-08-09 18:36:00  ws20r false     -1   momo      none      
  2026-08-09 19:56:15  ws30r true      -1   none      momo      
  2026-08-09 19:56:35  ws30r true      -1   none      momo      
  2026-08-09 21:40:10  ws20r false     +1   momo      none      
  2026-08-09 21:45:50  ws20r false     +1   momo      none      
  2026-08-09 21:47:15  ws20r false     +1   momo      none      
  2026-08-09 21:48:00  ws20r false     +1   momo      none      
  2026-08-09 22:40:00  ws20r false     +1   momo      sideways  
  2026-08-10 00:13:45  ws20r false     -1   momo      sideways  
  2026-08-10 00:13:55  ws20r false     -1   momo      sideways  
  2026-08-10 00:15:15  ws20r false     -1   momo      sideways  
  2026-08-10 01:30:00  ws30r true      +1   none      momo      
  2026-08-10 02:26:00  ws20r false     +1   momo      none      
  2026-08-10 03:50:45  ws20r false     -1   momo      sideways  
  2026-08-10 03:51:00  ws20r false     -1   momo      sideways  
  2026-08-10 03:51:25  ws20r false     -1   momo      sideways  
  2026-08-10 03:51:40  ws20r false     -1   momo      sideways  
  2026-08-10 03:52:10  ws20r false     -1   momo      sideways  
  2026-08-10 03:55:00  ws20r false     -1   momo      none      
  2026-08-10 03:55:30  ws20r false     -1   momo      none      
  2026-08-10 03:56:20  ws20r false     -1   momo      none      
  2026-08-10 04:20:00  ws20r false     -1   momo      none      
  2026-08-10 04:57:45  ws20r false     +1   momo      sideways  
  2026-08-10 04:58:20  ws20r false     +1   momo      sideways  
  2026-08-10 04:58:55  ws20r false     +1   momo      sideways  
  2026-08-10 04:59:30  ws20r false     +1   momo      sideways  
  2026-08-10 05:03:30  ws20r false     +1   momo      none      
  2026-08-10 06:25:20  ws20r false     +1   momo      sideways  
  2026-08-10 06:25:40  ws20r false     +1   momo      none      
  2026-08-10 06:27:30  ws20r false     +1   momo      none      
  2026-08-10 06:27:45  ws20r false     +1   momo      none      
  2026-08-10 07:40:05  ws20r false     -1   momo      sideways  
  2026-08-10 07:42:10  ws20r false     -1   momo      none      
  2026-08-10 07:42:40  ws20r false     -1   momo      sideways  
  2026-08-10 07:44:00  ws20r false     -1   momo      sideways  
  2026-08-10 07:48:45  ws20r false     -1   momo      sideways  
  2026-08-10 07:48:55  ws20r false     -1   momo      sideways  
  2026-08-10 07:57:35  ws20r false     -1   momo      none      
  2026-08-10 07:57:50  ws20r false     -1   momo      none      
  2026-08-10 07:58:50  ws20r false     -1   momo      none      
  2026-08-10 07:59:35  ws20r false     -1   momo      none      
  2026-08-10 08:30:00  ws30r true      -1   none      momo      
  2026-08-10 09:03:00  ws20r false     -1   momo      none      
  2026-08-10 09:40:55  ws30r true      -1   curl      momo      
  2026-08-10 09:41:55  ws30r true      -1   curl      momo      
  2026-08-10 09:43:30  ws30r true      -1   curl      momo      
  2026-08-10 09:44:00  ws30r true      -1   none      momo      
  2026-08-10 09:44:55  ws30r true      -1   none      momo      
  2026-08-10 09:47:25  ws30r true      -1   none      momo      
  2026-08-10 09:47:40  ws30r true      -1   none      momo      
  2026-08-10 09:51:25  ws30r true      -1   none      momo      
  2026-08-10 11:34:20  ws20r false     -1   momo      sideways  
  2026-08-10 11:40:00  ws20r false     -1   momo      sideways  
  2026-08-10 11:42:00  ws20r false     -1   momo      none      
  2026-08-10 12:37:15  ws20r false     +1   momo      none      
  2026-08-10 12:38:50  ws20r false     +1   momo      none      
  2026-08-10 16:30:00  ws30r true      +1   none      momo      
  2026-08-10 16:33:05  ws20r false     +1   momo      none      
  2026-08-10 16:33:15  ws20r false     +1   momo      none      
  2026-08-10 16:33:35  ws20r false     +1   momo      none      
  2026-08-10 16:34:00  ws20r false     +1   momo      none      
  2026-08-10 16:57:15  ws30r true      +1   none      momo      
  2026-08-10 16:57:25  ws30r true      +1   none      momo      
  2026-08-10 16:57:45  ws30r true      +1   none      momo      
  2026-08-10 16:58:10  ws30r true      +1   none      momo      
  2026-08-10 16:58:20  ws30r true      +1   none      momo      
  2026-08-10 16:59:35  ws30r true      +1   none      momo      
  2026-08-10 18:00:00  ws20r false     +1   momo      none      
  2026-08-10 19:05:10  ws30r true      +1   sideways  momo      
  2026-08-10 19:06:10  ws30r true      +1   sideways  momo      
  2026-08-10 19:06:45  ws30r true      +1   sideways  momo      
  2026-08-10 21:30:00  ws30r true      -1   none      momo      
  2026-08-10 21:35:35  ws30r true      -1   none      momo      
  2026-08-10 21:37:55  ws30r true      -1   none      momo      
  2026-08-10 23:05:15  ws20r false     -1   momo      none      
  2026-08-10 23:05:25  ws20r false     -1   momo      none      
  2026-08-10 23:08:00  ws20r false     -1   momo      none      
  2026-08-10 23:56:15  ws20r false     +1   momo      none      
  2026-08-11 00:52:30  ws30r true      +1   curl      momo      
  2026-08-11 01:37:00  ws20r false     +1   momo      sideways  
  2026-08-11 03:39:00  ws30r true      -1   none      momo      
  2026-08-11 03:39:40  ws30r true      -1   none      momo      
  2026-08-11 03:39:50  ws30r true      -1   none      momo      
  2026-08-11 05:05:00  ws20r false     -1   momo      none      
  2026-08-11 06:02:05  ws20r false     +1   momo      none      
  2026-08-11 06:07:00  ws20r false     +1   momo      none      
  2026-08-11 06:13:30  ws30r true      -1   none      momo      
  2026-08-11 06:13:40  ws30r true      -1   none      momo      
  2026-08-11 07:37:00  ws20r false     +1   momo      none      
  2026-08-11 07:38:10  ws20r false     +1   momo      none      
  2026-08-11 08:22:15  ws20r false     -1   momo      none      
  2026-08-11 08:23:05  ws20r false     -1   momo      none      
  2026-08-11 08:23:40  ws20r false     -1   momo      none      
  2026-08-11 08:24:10  ws20r false     -1   momo      none      
  2026-08-11 08:44:35  ws30r true      +1   curl      momo      
  2026-08-11 10:00:05  ws30r true      +1   sideways  momo      
  2026-08-11 10:01:10  ws30r true      +1   sideways  momo      
  2026-08-11 10:01:20  ws30r true      +1   sideways  momo      
  2026-08-11 11:00:55  ws20r false     -1   momo      sideways  
  2026-08-11 11:02:00  ws20r false     -1   momo      sideways  
  2026-08-11 11:02:10  ws20r false     -1   momo      sideways  
  2026-08-11 11:02:50  ws20r false     -1   momo      sideways  
  2026-08-11 11:03:10  ws20r false     -1   momo      none      
  2026-08-11 11:03:30  ws20r false     -1   momo      none      
  2026-08-11 11:04:00  ws20r false     -1   momo      none      
  2026-08-11 12:16:30  ws30r true      -1   none      momo      
  2026-08-11 12:20:00  ws20r false     -1   momo      sideways  
  2026-08-11 12:40:00  ws20r false     -1   momo      sideways  
  2026-08-11 12:41:35  ws20r false     -1   momo      sideways  
  2026-08-11 12:41:45  ws20r false     -1   momo      sideways  
  2026-08-11 12:42:00  ws20r false     -1   momo      sideways  
  2026-08-11 13:27:00  ws30r true      -1   sideways  momo      
  2026-08-11 13:27:15  ws30r true      -1   sideways  momo      
  2026-08-11 13:30:40  ws20r false     +1   momo      none      
  2026-08-11 13:31:00  ws20r false     +1   momo      none      
  2026-08-11 13:36:05  ws30r true      -1   sideways  momo      
  2026-08-11 13:36:15  ws30r true      -1   sideways  momo      
  2026-08-11 13:36:45  ws30r true      -1   sideways  momo      
  2026-08-11 13:39:00  ws30r true      -1   sideways  momo      
  2026-08-11 13:43:30  ws30r true      -1   sideways  momo      
  2026-08-11 13:47:10  ws20r false     +1   momo      none      
  2026-08-11 13:49:05  ws20r false     +1   momo      none      
  2026-08-11 13:49:20  ws20r false     +1   momo      none      
  2026-08-11 13:49:45  ws20r false     +1   momo      sideways  
  2026-08-11 13:50:00  ws20r false     +1   momo      sideways  
  2026-08-11 13:50:25  ws30r true      -1   sideways  momo      
  2026-08-11 13:50:35  ws20r false     +1   momo      none      
  2026-08-11 13:50:55  ws20r false     +1   momo      none      
  2026-08-11 14:23:20  ws20r false     +1   momo      sideways  
  2026-08-11 14:27:50  ws20r false     +1   momo      sideways  
  2026-08-11 14:30:20  ws20r false     +1   momo      sideways  
  2026-08-11 14:30:30  ws20r false     +1   momo      sideways  
  2026-08-11 14:37:35  ws20r false     +1   momo      sideways  
  2026-08-11 14:37:50  ws20r false     +1   momo      sideways  
  2026-08-11 14:39:20  ws20r false     +1   momo      sideways  
  2026-08-11 17:40:00  ws20r false     +1   momo      sideways  
  2026-08-11 17:42:50  ws20r false     +1   momo      sideways  
  2026-08-11 17:48:30  ws20r false     +1   momo      sideways  
  2026-08-11 17:51:00  ws20r false     +1   momo      sideways  
  2026-08-11 18:23:15  ws20r false     +1   momo      sideways  
  2026-08-11 18:25:15  ws20r false     +1   momo      sideways  
  2026-08-11 18:31:15  ws20r false     +1   momo      sideways  
  2026-08-11 18:33:25  ws20r false     +1   momo      sideways  
  2026-08-11 18:35:20  ws20r false     +1   momo      sideways  
  2026-08-11 19:48:00  ws30r true      +1   sideways  momo      
  2026-08-11 19:51:10  ws30r true      +1   sideways  momo      
  2026-08-11 19:52:10  ws30r true      +1   sideways  momo      
  2026-08-11 20:43:40  ws30r true      +1   sideways  momo      
  2026-08-11 20:44:45  ws30r true      +1   sideways  momo      
  2026-08-11 22:47:30  ws20r false     -1   momo      none      
  2026-08-11 22:48:00  ws20r false     -1   momo      none      
  2026-08-11 22:49:00  ws20r false     -1   momo      none      
  2026-08-11 22:52:00  ws20r false     -1   momo      none      
  2026-08-11 22:54:10  ws20r false     -1   momo      none      
  2026-08-11 22:54:40  ws20r false     -1   momo      none      
  2026-08-11 23:30:00  ws30r true      -1   none      momo      
  2026-08-12 00:40:20  ws20r false     -1   momo      sideways  
  2026-08-12 00:42:00  ws20r false     -1   momo      sideways  
  2026-08-12 01:21:50  ws20r false     +1   momo      none      
  2026-08-12 01:23:00  ws20r false     +1   momo      none      
  2026-08-12 01:30:05  ws20r false     +1   momo      none      
  2026-08-12 01:30:25  ws20r false     +1   momo      none      
  2026-08-12 01:30:50  ws20r false     +1   momo      none      
  2026-08-12 02:57:30  ws30r true      +1   sideways  momo      
  2026-08-12 03:00:00  ws20r false     +1   momo      sideways  
  2026-08-12 03:00:00  ws30r true      +1   sideways  momo      
  2026-08-12 03:37:50  ws20r false     -1   momo      none      
  2026-08-12 04:00:00  ws20r false     -1   momo      none      
  2026-08-12 04:56:05  ws30r true      +1   sideways  momo      
  2026-08-12 04:56:50  ws30r true      +1   sideways  momo      
  2026-08-12 04:59:15  ws30r true      +1   sideways  momo      
  2026-08-12 04:59:55  ws30r true      +1   sideways  momo      
  2026-08-12 06:22:10  ws20r false     -1   momo      sideways  
  2026-08-12 06:22:30  ws20r false     -1   momo      sideways  
  2026-08-12 06:22:40  ws20r false     -1   momo      sideways  
  2026-08-12 06:30:00  ws30r true      -1   none      momo      
